TRAINING
weld welding
remember remembering
pasteurize pasteurization
compress compressing
bat batter
repair repairer
advise advisor
sum summation
ratify ratification
invest investor
ferry ferrying
reallocate reallocation
spoil spoiler
erode eroding
ring ringer
monetize monetization
act acting
stack stacker
glamorize glamorization
reduce reducing
research researcher
highlight highlighting
snuggle snuggling
motivate motivation
cartoon cartoonist
initiate initiation
deflect deflection
excavate excavator
cancel cancellation
remember remembrance
type typist
wade wading
move movement
reevaluate reevaluation
waste wastage
chicane chicanery
jerk jerking
enter entrant
arrange arrangement
link linkage
tick ticker
bumble bumbler
complain complaint
allow allowance
play playing
distribute distributor
overstate overstatement
start starting
impersonate impersonation
note notation
dry drier
disembark disembarkation
pad padding
port porter
dream dreaming
describe description
tile tiling
pilfer pilferage
breed breeder
thin thinner
survive survival
skate skating
roll rolling
live living
shuffle shuffling
subside subsiding
acclimatise climate
liquidate liquidator
characterize characterization
elaborate elaboration
convene convention
flower flowering
coast coaster
head heading
fork forking
circumnavigate circumnavigation
constrict constrictor
cycle cyclist
court courting
culminate culmination
assess assessor
account accounting
lubricate lubrication
resign resignation
lock locker
gratify gratification
ring ringing
grow growth
strike striker
cup cupping
repel repellent
question questioner
commemorate commemoration
tremble trembling
rediscover rediscovery
peruse perusal
squat squatter
fire firing
block blocker
cohabit cohabitation
transform transformer
inform informant
photocopy photocopier
decorate decor
buy buying
defoliate defoliant
scream screaming
arraign arraignment
incinerate incineration
idle idler
smuggle smuggler
install installment
exist existence
endorse endorsement
tune tuning
ruminate ruminant
offer offering
feast feasting
foreclose foreclosure
substitute substituting
strain strainer
present presentment
proceed procedure
salt salting
evolve evolution
wreck wreckage
amputate amputation
block blocking
cook cookery
signal signaling
codify code
oversimplify oversimplification
circumvent circumvention
diet dietary
invite invitation
despise despising
certify certification
inter interment
watch watching
preach preaching
soften softening
refresh refreshment
enhance enhancer
scaffold scaffolding
bound bounder
theorise theory
throb throbbing
redeploy redeployment
lease lessee
notify notification
aggregate aggregator
spot spotting
clean cleaning
expose exposure
seize seizure
forge forger
prefer preference
dwell dwelling
jostle jostling
track tracker
rule ruler
itemize item
improve improver
inflate inflation
meddle meddling
instrument instrumentation
ostracise ostracism
coach coaching
emulate emulation
admonish admonition
diagnose diagnosis
gossip gossiping
pit pitting
hurry hurrying
rear rearing
convene convening
ferment fermenting
snip snipping
underestimate underestimation
screen screener
scale scaling
ski skier
help helper
advertise advertisement
classify classification
preoccupy preoccupation
fuse fusion
argue argumentation
suspend suspender
list listing
activate activation
cite citation
stamp stamper
conclude conclusion
prevail prevalence
prod prodding
clear clearing
perpetuate perpetuation
interpret interpretation
howl howler
overpay overpayment
dig digger
derogate derogation
simplify simplification
jam jamming
mutter muttering
repeat repeating
protect protector
suffocate suffocation
parachute parachuting
motor motoring
compose component
doubt doubter
depict picture
deify deity
appear appearance
sin sinner
speak speech
mock mockery
stain stainer
fabricate fabrication
aspire aspirant
inquire inquiry
reunify reunion
grapple grappling
haggle haggling
cover reportage
celebrate celebrant
choke choker
cover report
overlap overlapping
toboggan tobogganing
digest digestion
emphasize emphasis
discover discovery
long longing
abduct abductor
seduce seduction
fasten fastening
require requirement
commune communion
slip slippage
unify unit
bet better
subdivide subdivision
oppress oppression
persist persistency
expire expiration
act actor
win winner
serve serving
miniaturize miniaturization
expound expansion
centralize centralization
end ending
ranch rancher
legislate legislator
thrust thrusting
advise adviser
procrastinate procrastination
elect elector
reason reasoning
nullify nullification
subjugate subjugation
pretend pretense
fold folding
collect collection
manifest manifestation
head header
defect defection
manipulate manipulator
conciliate conciliator
dump dumping
eavesdrop eavesdropper
propagate propagation
freshen freshener
design designing
parole parolee
conceal concealing
traffic trafficker
curtail curtailment
oust ouster
condense condensation
evacuate evacuation
float floating
console consolation
dissipate dissipation
counsel counseling
quiver quivering
hum humming
style stylist
savor savoring
warn warning
commit commission
die dying
invent inventor
merchandise merchandising
transpose transposition
gather gatherer
pacify peace
trick trickery
facilitate facilitation
think thinking
stipulate stipulation
build builder
swell swelling
index indexation
peruse perusing
disband disbandment
fly flyer
worry worrying
dine diner
legislate legislation
landscape landscaping
time timing
reconstruct reconstruction
order ordering
miscalculate miscalculation
pressurize pressure
buff buffer
militarize militarization
pray prayer
insure insurance
underperform underperformer
counteract counteraction
disintegrate disintegration
establish establishment
send sender
gravitate gravitation
formulate formulation
fill filling
strike striking
maintain maintenance
contend contention
perpetrate perpetrator
shred shredder
store storage
copy copier
jeer jeering
defect defector
rotate rotation
lever leverage
collaborate collaborator
dilate dilatation
perpetrate perpetration
simulate simulation
stitch stitcher
manipulate manipulation
govern governor
disown disowning
remain remnant
space spacing
clarify clarification
ruin ruining
back backer
complicate complication
abstain abstention
graduate graduation
acknowledge acknowledgment
hunt hunter
reconsider reconsideration
forge forging
deduce deduction
claim claimant
demote demotion
repute reputation
appeal appellant
innovate innovation
revert reverting
compress compression
travel traveler
revolt revolution
foot footer
define definition
correct correction
bid bidder
shine shining
patent patentee
consign consignment
compare comparing
utilize utility
select selector
deposit depositor
observe observer
deprecate deprecation
farm farming
internationalize internationalization
moderate moderation
seek seeking
proceed proceeding
unmask unmasking
incinerate incinerator
congratulate congratulation
gloat gloating
magnify magnifier
forward forwarding
wrangle wrangling
pipe piper
stun stunner
moderate moderator
flavor flavoring
clip clipper
seize seizing
supplant supplanting
line lining
arouse arousal
convoke convocation
permit permission
irradiate irradiation
spin spinner
give giver
direct director
remind reminder
baffle mystery
rattle rattling
design designer
ebb ebbing
listen listener
promulgate promulgation
decompress decompression
gamble gambling
invoke invocation
refresh refresher
intervene intervention
preside president
belong belongings
rave raving
eject ejector
descend descent
evaporate vapor
deflate deflation
probate probation
canton cantonment
rehabilitate rehabilitation
remain continuation
defoliate defoliation
wander wandering
hijack hijacking
harmonize harmony
whip whipping
untangle untangling
hurdle hurdler
bind bindery
vanish vanishing
impersonate persona
reshuffle reshuffling
transport transporter
reinsure reinsurance
acquiesce acquiescence
will willing
gyrate gyration
erect erection
punctuate punctuation
pace pacing
indent indenture
thin thinning
mitigate mitigation
roar roaring
commission commissioner
seal sealer
assign assignment
refer referral
solidify solidifying
succeed successor
suspect suspicion
devastate devastation
convey conveyance
wink winking
whistle whistling
harvest harvesting
hike hiker
capitalize capitalization
nest nester
command commandant
count counter
fry frying
provoke provocation
recollect recollection
wean weaning
promote promoter
synthesize synthesizer
consist consistence
withhold withholding
earn earner
muffle muffler
calculate calculus
integrate integrating
motivate motivator
tip tipper
deal dealing
mix mixture
precipitate precipitator
renew renewal
propose proposer
rib ribbing
summarize summary
course coursing
compile compiler
document documentation
brawl brawler
illustrate illustration
plan planning
spread spreading
transship transshipment
obliterate obliteration
repel repellant
dangle dangling
see seer
demarcate demarcation
murder murderer
participate participation
separate separation
reside residency
amalgamate amalgam
lodge lodgings
delineate delineation
mark marking
machine machinist
train trainer
wilt wilting
transport transportation
tail tailing
breathe breathing
castrate castration
appraise appraisal
spot spotter
skate skater
concede concession
swim swimming
spy spying
coordinate coordinator
issue issuer
refuse refusal
send sending
prostitute prostitution
conserve conservation
worsen worsening
install installation
pry prying
pronounce pronouncement
insert insertion
consider consideration
desecrate desecration
dirty dirtying
sparkle sparkler
save savings
wither withering
talk talker
volunteer voluntary
carry carriage
contract contraction
recycle recycling
arrange arranger
howl howling
bite biter
retain retention
give giving
tap tapper
rate rating
conjure conjuring
splinter splintering
secede secession
divest divestiture
hang hanger
close closer
generate generation
dominate domination
lower lowering
fall accrual
distract distraction
negate negation
fit fitting
occupy occupation
mix mixing
spin spinning
case casing
state statement
lodge lodger
converse conversation
affirm affirmation
relocate relocation
persevere perseverance
steep steeper
transmit transmitter
swerve swerving
breed breeding
convene convener
widen widening
mystify mystification
hurdle hurdling
survive survivor
tease teaser
render rendition
assist assistant
pair pairing
paper papering
emulate emulator
renounce renunciation
sting stinger
radiate radiator
ripple rippling
populate population
judge judiciary
accompany accompaniment
sew sewer
swear swearing
cool cooler
beautify beautification
standardize standardization
disappear disappearing
debar debarment
sing song
plow plowing
induct induction
kidnap kidnapping
discontent discontentment
enter entrance
radiate radiation
ration rationing
ripen ripening
empty emptying
govern governance
remarry remarriage
tolerate tolerance
control controller
elect electorate
cross crossing
taper tapering
baptise baptism
build building
loot looter
confirm confirmation
recuse recusal
manage management
indulge indulging
evaporate evaporation
boil boiler
bag bagging
function functionary
lighter lighterage
employ employment
dress dresser
rejoice rejoicing
defame defamation
truck trucking
hedge hedger
tape taping
pervert perversion
subscribe subscription
glide gliding
pitch pitching
spray spraying
conform conformance
designate designation
index indexing
trail trailing
refute refutation
reject rejection
receive recipient
roof roofing
achieve achievement
avow avowal
portend portent
transmit transmitting
determine determination
separate separator
kick kicking
apprehend apprehension
fail failure
relieve reliever
question questioning
preserve preservation
flame flaming
dissolve dissolving
grind grinding
multiply multiplication
classify class
intersect intersection
retract retraction
deflate deflator
shoot shooter
consign consignee
swing swinging
wave waver
poison poisoning
read reader
mop mopping
manufacture manufacturer
bank banker
sympathize sympathy
spur spurring
whirl whirling
compose composure
confine confinement
stir stirring
bombard bombardment
rescind rescission
dawn dawning
promote promotion
stock stocking
sound sounding
founder foundering
limit limitation
bellow bellowing
commit committal
disapprove disapproval
reform reformer
liquify liquid
poke poking
excavate excavation
kindle kindling
crush crushing
pigment pigmentation
glorify glorification
shirk shirking
investigate investigating
cleave cleavage
negotiate negotiation
let lessor
snap snapper
occupy occupant
ransack ransacking
judge judgment
enjoin enjoining
scream screamer
fabricate fabricator
assess assessment
remit remittance
extinguish extinguisher
concentrate concentration
accelerate acceleration
finish finisher
defuse defusing
liberalize liberalization
optimize optimization
purify purification
irritate irritant
delude delusion
mug mugger
sever severing
yawn yawner
knock knocking
shorten shortening
survey surveyor
repossess repossession
beep beeper
log logging
revise revision
bounce bouncer
reserve reservation
harass harassment
sheet sheeting
organize organizer
part parting
nominate nomination
disappoint disappointment
bloom bloomer
explore explorer
fight fighting
season seasoning
discontinue discontinuation
collide collision
launch launcher
resemble resemblance
kill killer
ready readying
portray portraiture
administrate administrator
annul annulment
discount discounter
forecast forecasting
waterproof waterproofing
accuse accusation
borrow borrower
develop developing
visit visiting
determine determinant
solve solver
pale pallor
detract detractor
mystify puzzle
register registry
take taker
recite recitation
compact compaction
coerce coercion
inflict infliction
stonewall stonewalling
diminish diminution
word wording
green greenery
sift sieve
assert assertion
coin coinage
despair desperate
misrepresent misrepresentation
water watering
accommodate accommodation
clot clotting
move motion
foster fostering
instruct instructor
model modeling
wish wishing
get getting
debate debater
schedule scheduling
proliferate proliferation
rebury reburial
segregate segregation
interpret interpreting
object objection
crave craving
garden gardening
wreck wrecker
arrive arrival
eject ejection
cooperate cooperation
organize organization
abate abatement
aggravate aggravation
mug mugging
fuel fueling
fall faller
cool cooling
suffice sufficiency
relegate relegating
insulate insulator
suppress suppression
pension pensioner
refine refiner
vindicate vindication
truck trucker
encrypt encryption
time timer
commute commutation
emigrate emigration
diversify diversity
consume consumer
avert aversion
replace replacing
register registration
eliminate elimination
include inclusion
sedate sedation
push pusher
begin beginning
name naming
inhibit inhibitor
hesitate hesitation
splash splashing
triple tripling
repeat repetition
scrub scrubber
judge judging
intrude intruder
impound impounding
defy defiance
implement implementation
process processing
tighten tightening
disfigure disfigurement
condense condensate
help helping
subsist subsistence
oxygenate oxygen
smack smacking
oscillate oscillation
calibrate calibration
procure procurer
value valuer
rumble rumbling
sediment sedimentation
turn turner
inspect inspection
abstract abstraction
haul hauling
fester festering
mask masking
amplify amplifier
page paging
raze razing
insist insistence
invert inverter
suggest suggestion
recruit recruitment
use usage
rule ruling
smuggle smuggling
revoke revocation
vibrate vibration
heal healing
procure procurement
displease displeasure
rebut rebuttal
suffer suffering
purchase purchasing
bake baking
roll roller
orchestrate orchestrator
exert exertion
disconnect disconnection
locate location
go going
boat boating
furnish furniture
compel compulsion
dominate dominance
magnify magnitude
entertain entertainment
redevelop redevelopment
disseminate dissemination
professionalize professionalization
congregate congregation
compute computer
train training
migrate migrant
detain detainee
relive reliving
skip colloquialism
testify testimony
transfer transferor
nurse nursing
grin grinning
compose composition
detonate detonation
rent rental
frustrate frustration
repress repression
miniaturize miniature
combat combatant
monopolize monopolization
distribute distribution
obligate obligation
devote devotee
buy buyer
conceive conception
battle battler
devalue devaluation
audit auditor
shut shutting
call caller
immerse immersion
eradicate eradication
revolve roll
depreciate depreciation
publish publisher
freight freighter
cricket cricketer
absent absence
encroach encroachment
rent renter
wet wetting
assimilate assimilation
care caring
measure measuring
deregulate deregulating
shake shaker
load loading
correlate correlation
dismiss dismissal
regulate regulator
beat bafflement
slice slicing
crack cracker
embrace embracing
entice enticement
snorkel snorkeling
incur incurring
bear bearing
punish punishment
incubate incubator
cleave cleaver
slate slating
import importing
demolish demolition
prosecute prosecution
freelance freelancer
credit creditor
feign feigning
squat squatting
grumble grumbling
dream dreamer
degenerate degeneration
dispense dispenser
taste tasting
chastise chastisement
whisper whispering
propel propeller
correspond correspondent
electrify electricity
dodge dodger
occupy occupancy
urinate urine
lament lamentation
commute commuting
raise raising
daub daubing
shed shedding
disengage disengagement
connect connection
jest jester
deport deportment
justify justification
shore shoring
ascend ascendancy
grow growing
rush rushing
drill drilling
mine miner
cycle cycling
germinate germination
jut jutting
retrieve retrieval
overheat overheating
propel propellant
date dating
resolve resolving
engineer engineering
pose poser
affiliate affiliation
meet meeting
clip clipping
pare paring
kiss kissing
toy toying
frighten frightening
run runner
draw drawing
sink sinking
beatify beatification
bump bumper
kick kicker
vacate vacation
emphasize emphasizing
deter deterrent
agree agreement
page pager
dock dockage
decode decoding
serve server
addict addiction
torment tormentor
work worker
fluctuate fluctuation
communicate communication
hook hooker
resume resumption
abdicate abdication
ventilate ventilator
coagulate coagulation
solve solvent
surf surfing
solder soldering
institute institution
execute executing
decompose decomposition
tube tubing
weigh weighing
tempt temptation
lift lifter
sift sifting
conjure conjurer
urge urgency
spoil spoilage
immigrate immigration
devolve devolution
offend offense
sensitize sensitizer
forestall forestalling
finger fingering
reveal revealing
capitulate capitulation
walk walker
contradict contradiction
err error
edge edging
impede impediment
study student
attribute attribution
appraise appraiser
prowl prowler
infect infection
elevate elevator
expel expelling
score scoring
hack hacker
pollinate pollen
split splitter
board boarder
relate relation
feel feelings
measure measurement
dominate dominion
stretch stretching
tend tending
reach reaching
yawn yawning
misstate misstatement
growl growling
post poster
modernize modernization
compile compiling
evaluate value
swab swabbing
sputter sputtering
recover recovery
officiate office
mark marker
polish polishing
fly flying
post posting
skateboard skateboarding
sew sewing
command commandment
differentiate differentiator
confer conference
tamper tampering
sling slinging
visualize visualization
mesh meshing
vary variance
confuse confusion
falsify falsifying
cook cooker
acquire acquisition
void voiding
vibrate vibrancy
wring wringer
detect detection
copy copying
lug luggage
divide divider
bleed bleeder
exonerate exoneration
engrave gravure
reunite reunion
disbelieve disbeliever
extend extension
annoy annoyance
contemplate contemplation
photograph photographer
paint painting
refine refinery
comb combing
hijack hijacker
procreate procreation
tend tendency
subvert subversion
gut gutter
redistribute redistribution
patronize patron
coax coaxing
vaccinate vaccinating
drive drift
congregate congregating
clean cleaner
globalize globalization
provide provision
analyze analyzer
film filming
train trainee
wear wearing
underwrite underwriter
coat coating
jog jogging
referee refereeing
enjoin injunction
jog jogger
inhale inhalation
chew chewing
insure insurer
itch itching
integrate integration
center centering
imagine imagination
shear shears
fruit fruition
transfer transferral
lean leaner
support supporter
coagulate coagulant
behold beholder
discontinue discontinuance
focus focussing
bathe bathing
abet abettor
legislate legislature
file filer
resist resistance
shoot shooting
come coming
retire retirement
crystallize crystal
dispossess dispossession
filter filtration
crawl crawler
wage engagement
expend expenditure
dispense dispensation
service servicing
code coding
prompt prompting
paint painter
import importer
attract attraction
reelect reelection
pass passing
translate translation
solo soloist
terrorize terror
rinse rinsing
renovate renovation
humiliate humiliation
ingest ingestion
shave shaver
calibrate caliber
travel traveling
lodge lodging
attain attainment
abound abundance
defend defendant
empower empowerment
rob robbery
accumulate accumulation
hold holding
format formatting
mediate mediator
straggle straggler
fulfill fulfillment
solidify solid
espouse espousal
summon summoning
declassify declassification
sit sitting
omit omission
urinate urination
happen happening
climb climber
enclose enclosing
proclaim proclamation
survey surveying
authorize authorization
loathe loathing
sue suit
spell spelling
shave shaving
prime primer
depict depicting
submerge submersion
unite union
acclaim acclamation
balloon balloonist
ape aper
recur recurrence
revel revelry
intoxicate intoxicant
rebel rebellion
interview interviewee
violate violation
entitle entitlement
readmit readmission
graft grafting
precipitate precipitation
mutate mutation
flirt flirtation
incorporate incorporation
ease easement
trump trumping
impute imputation
rustle rustling
flip flipper
bid bidding
monitor monitoring
attend attendance
write writing
devaluate devaluation
frame framing
disperse dispersion
officiate officiating
steamroll steamroller
trounce trouncing
govern governing
multiply multiplier
handle handler
redefine redefinition
convey conveying
park parking
suppress suppressor
administer administration
tone toner
sanctify saint
flatter flattery
realize realization
deliberate deliberation
dismantle dismantlement
estimate estimator
exemplify example
eventuate event
find finding
sterilize sterilization
float floatation
defile defilement
pollute pollutant
depict depiction
fortify fort
assemble assemblage
adapt adaption
tick ticking
long longer
divorce divorcee
abstain abstinent
elevate elevation
pertain pertinence
carbonate carbon
allocate allocation
tutor tutelage
peddle peddling
export exporter
automate automation
strain straining
compose composer
chatter chattering
sail sailing
rope roping
subsidize subsidization
close closure
reexamine reexamination
depress depressant
suck suction
scoff scoffing
flood flooding
typify type
ravage ravaging
land lander
cover reporting
slack slacking
propel propellor
arrest arrester
master mastery
litigate litigant
forage foraging
deviate deviant
jeopardize jeopardy
refer reference
reincarnate reincarnation
diagnose diagnosing
devote devotion
stoke stoker
imitate imitator
tell teller
repulse drive
surround surroundings
brew brewery
exhibit exhibitor
zip zipper
terrify terror
harvest harvester
grow grower
lie lying
parcel parceling
railroad railroading
dissect dissection
make maker
cast caster
tap tapping
rectify rectification
persuade persuasion
transit transition
recreate recreation
effectuate effect
convey conveyer
swindle swindler
moisten moisture
test tester
chase chaser
supervise supervising
involve involvement
repent repentance
cow coward
dispose disposal
frisk frisking
construct construction
perspire perspiration
cuddle cuddling
strengthen strengthening
mistreat mistreatment
oppose opponent
disarm disarming
debunk debunking
explode explosion
merchandise merchandiser
fly flier
dance dancing
reinforce reinforcement
preserve preserver
plate plating
apply applicant
win winnings
stand stance
boost booster
improve improvement
portray portrait
integrate integral
twitch twitching
riot rioting
misunderstand misunderstanding
carpenter carpentry
mystify puzzlement
settle settling
pollute polluter
examine examiner
accrue accrual
cobble cobbling
bleed bleeding
drive driver
voyage voyager
abort abortion
rid riddance
deride derision
follow follower
overtake overtaking
record recording
hoax hoaxer
abolish abolition
condition conditioning
tame tamer
reforest reforestation
decide deciding
recite recital
signify sign
press pressing
inform information
offend offender
walk walking
tune tuner
abstain abstinence
invert inversion
rival rivalry
begin beginner
hatch hatchery
quantify quantification
qualify qualification
retail retailing
stalk stalking
rally rallying
reckon reckoning
profess profession
align alignment
stabilize stabilization
break breakage
make making
arbitrate arbiter
amaze amazement
chant chanting
gather gathering
erect erecting
criticize critic
cure curing
locate locator
encapsulate encapsulation
ice icing
color coloring
protest protester
tense tension
rant ranting
induce inducement
yield yielding
translate translator
indulge indulgence
skim skimming
evaluate evaluation
announce announcer
arbitrate arbitrator
adapt adapter
thrust thruster
exhaust depletion
scrape scraping
forecast forecaster
wrap wrapping
operate operator
sing singing
sort sorting
bottle bottler
cluster clustering
accord accordance
occupy occupier
reclaim reclamation
pirate piracy
restore restorer
shout shouting
advertise advertising
parent parentage
notify notice
burn burner
ride rider
prevaricate prevarication
separate discrimination
augment augmentation
wear wearer
snort snorting
erupt eruption
sleep sleeper
forest forestry
develop developer
extinguish extinguishing
machine machinery
dignify dignity
normalize normalization
apportion apportionment
row rowing
warehouse warehousing
dispatch dispatcher
dictate dictation
climb climbing
frost frosting
obsess obsession
adopt adoption
package packaging
enrich enrichment
speak speaker
disagree disagreement
retard retardation
wrestle wrestler
revert reversion
bear bearer
pursue pursuance
achieve achiever
wander wanderer
resent resentment
confront confrontation
propose proposal
differentiate differentiation
farm farmer
jab jabbing
suffer sufferer
obstruct obstruction
cry crying
heat heater
liberate liberator
liquefy liquefaction
flute fluting
mend mending
wheel wheeling
instruct instruction
scoot scooter
haul haulage
disrupt disruption
weep weeping
fascinate fascination
loosen loosening
earn earnings
disinfect disinfection
concur concurrence
indicate indication
shrink shrinking
factor factoring
flank flanker
goad goading
mow mower
monopolize monopolist
file filing
propose proposition
streak streaker
ventilate vent
measure measurer
infer inference
further furtherance
discuss discussion
standardize standard
punt punter
shut shutter
acquire acquiring
sense sensing
dilute dilution
tax taxation
carbonate carbonation
materialize materialization
configure configuration
legitimate legitimacy
cause causation
inquire inquiring
crow crowing
concord concurrence
thaw thawing
silence silencer
interpret interpreter
provide provider
presuppose presupposition
quack quackery
absolve absolution
found founding
raid raider
minimize minimum
deregulate deregulation
infiltrate infiltration
circumcise circumcision
hook hooking
complain complainant
calculate calculation
persuade persuader
bound boundary
line liner
beat beater
consolidate consolidation
enlist enlisting
communicate communicating
twist twisting
regress regression
partition partitioning
speed speeding
squeeze squeezing
blow blower
cast casting
unionize unionization
stabilize stabilizer
dampen dampening
impeach impeachment
vouch voucher
direct place
close closing
confederate confederation
save savior
consume consumption
saturate saturation
reassign reassignment
accept acceptance
market marketer
scour scouring
furnish furnishing
supply supplying
imitate imitation
toast toasting
compose composing
declare declaration
start starter
douse dousing
absent absentee
conceive concept
circulate circle
clap clapping
arm armor
interrupt interruption
track tracking
shatter shattering
guzzle guzzling
induce induction
trumpet trumpeter
arbitrate arbitration
sign signing
investigate investigation
write writer
open opener
divert diversion
recalculate recalculation
prevent prevention
submerge submerging
chop chopper
recede recession
fence fencing
present presentation
float flotation
computerize computerization
take taking
impair impairment
trust trustee
stone stoning
found founder
sequester sequestration
strangle strangling
wreck wrecking
invalidate invalidation
yell yelling
proceed procession
lynch lynching
inherit inheritance
pop popping
demolish demolishing
replenish replenishment
feather feathering
cover coverage
mix mixer
scrutinize scrutiny
cruise cruiser
subcontract subcontractor
mingle mingling
charge charger
count counting
regulate regulating
portray portrayal
dampen dampener
tackle tackler
torture torturing
synchronize synchronizing
acclimate climate
know knowing
vary variant
abduct abduction
flee flight
loot looting
slam slammer
deal dealer
pack packer
face facing
differ difference
advise advisement
encourage encouragement
thicken thickening
insulate insulation
delete deletion
bargain bargaining
adorn adornment
