TRAINING
irradiate irradiation
salve salvation
schedule scheduling
equate equator
focus focussing
absolve absolution
pop popping
survey surveyor
taste taster
misrepresent misrepresentation
slam slammer
cleave cleft
discontinue discontinuation
trounce trouncing
cooperate cooperation
reduce reducing
mesh meshing
grind grinder
arbitrage arbitrager
standardize standardization
set setting
constitute constitution
flip flipper
rid riddance
package packaging
envision envisioning
subvert subversion
ransack ransacking
draft drafting
serve server
skate skater
greet greeting
sit sitting
fish fishery
scream screaming
feast feasting
advise advisement
standardize standard
indulge indulgence
stimulate stimulus
allow allowance
quell quelling
fascinate fascination
kick kicker
bromate bromine
winnow winnowing
uplift uplifting
venture venturer
retrench retrenchment
solve solver
terminate terminus
saturate saturation
factor factoring
kill killing
judge judging
contribute contributor
persuade persuasion
magnify magnification
hit hitting
vault vaulter
propel propellant
snort snorting
flee flight
ignite ignition
correspond correspondence
take taker
fortify fortification
generate generator
depict depiction
subdivide subdivision
extradite extradition
idle idler
vomit vomiting
douse dousing
profess professing
sensitize sensitizer
pilot pilotage
depress depressant
clear clearance
dodge dodging
relegate relegation
curl curling
try trial
subcontract subcontractor
allude allusion
forestall forestalling
perceive perception
swim swimmer
detoxify detoxification
evaporate vapor
mop mopping
resist resistance
translate translation
suppress suppressor
subside subsidence
arm armament
propose proposer
transport transporter
clean cleaning
accumulate accumulation
resolve resolving
discover discovery
select selector
moderate moderator
usurp usurper
give giving
tickle tickling
swell swelling
fabricate fabrication
adhere adhesion
tip tipper
select selection
organize organization
machine machinist
speak speaking
remove removal
blend blender
discriminate discrimination
infuriate fury
defile defilement
bleed bleeder
compress compressing
engage engagement
smoke smoking
shut shutting
waste wastage
part parting
digitize digit
hang hanging
camp camping
publicize publicizing
represent representation
spread spreading
peruse perusal
forecast forecasting
insure insurer
record recorder
savor relish
spy spying
supervise supervising
drain drainage
invent invention
swear swearing
content contentment
purchase purchasing
apply applicant
gamble gambling
preempt preemption
corroborate corroboration
procrastinate procrastination
revise revising
tell teller
guide guidance
pillage pillaging
isolate isolation
slide slider
grill grilling
twist twisting
spray spraying
track tracking
racketeer racketeering
illustrate illustration
smelt smelter
waste wasting
sniff sniffer
hum humming
refer reference
formulate formula
induct induction
huff huffing
retrospect retrospection
load loading
initiate initiation
plunder plundering
dine dinner
stipulate stipulation
admit admission
register registrant
oppress oppression
refill refilling
recruit recruiter
automate automation
solve solution
refocus refocusing
pull pulling
express expression
desert desertion
separate separator
free freeing
acquire acquisition
trade trader
flirt flirtation
derogate derogation
induce inducing
insert insertion
investigate investigation
concur concurrence
putt putter
signal signaling
help helper
liquefy liquefaction
magnify magnifier
incite incitement
climb climbing
act action
acknowledge acknowledgment
baffle mystery
omit omission
fail failure
decorate decor
despair desperate
coax coaxing
debate debater
skate skating
converse conversation
preside president
depart departure
dream dreamer
stain stainer
swab swabbing
repudiate repudiation
bowl bowler
make making
incarnate incarnation
appear apparition
plunge plunger
personify person
relive reliving
entrench entrenchment
pick picker
characterize character
touch touching
connect connexion
humiliate humiliation
pack packing
count counter
refine refinement
specialize specialist
research researcher
despise despising
relapse relapsing
fix fixing
scale scaling
circulate circle
account accounting
transfer transferral
bribe bribery
fork forking
misstate misstatement
foot footer
stitch stitching
enlighten enlightenment
dispute disputation
disfigure disfigurement
endure endurance
climb climber
bust buster
lower lowering
dissent dissenter
maximize maximum
burglarize burglary
summon summoning
dwindle dwindling
dirty dirtying
brew brewery
depose deposition
rebut rebuttal
expel expulsion
delineate delineation
hatch hatchery
feel feeling
code coding
oppose opposition
succeed succession
spatter spattering
mail mailer
opine opinion
disinfect disinfection
commercialize commercialization
burn burner
dictate dictation
win winner
assume assumption
bind bindery
suggest suggestion
defer deference
order ordering
consign consignee
launder laundry
plumb plumbing
reap reaper
narrow narrowing
flog flogging
shirk shirking
insist insisting
taper tapering
persevere perseverance
deport deportee
dismiss dismissal
perpetrate perpetrator
found founding
stunt stunting
howl howler
visit visiting
strangle strangling
advise advisor
recur recurrence
digest digestion
facilitate facilitator
license licenser
imprison imprisonment
wish wishing
stall stalling
solve solving
denude denudation
appraise appraiser
scour scouring
replace replacement
intimidate intimidation
commentate comment
call caller
awaken awakening
melt melting
lubricate lubrication
convey conveyor
extrapolate extrapolation
oust ousting
embarrass embarrassment
punch puncher
shake shaker
detract detraction
rebuild rebuilding
distill distillate
hanker hankering
frost frosting
liberalize liberalization
dampen dampening
monetize monetization
protect protection
induce inducement
qualify qualifier
degenerate degeneration
subject subjection
heal healing
transship transshipment
row rower
bargain bargaining
vibrate vibrancy
preoccupy preoccupation
recalculate recalculation
legislate legislator
recognize recognition
modernize modernization
reinforce reinforcement
light lighter
drift drifting
graduate graduation
highlight highlighting
suck suction
revolt revolution
find finder
accompany accompaniment
dig digging
cup cupping
generate generation
decelerate deceleration
monopolize monopoly
invest investing
convalesce convalescent
further furtherance
tutor tutelage
instill instilling
suspect suspicion
fit fitter
punt punting
defect defector
classify class
undertake undertaking
infest infestation
resurge resurgence
consider consideration
default defaulter
immobilize immobilizing
peruse perusing
condition conditioner
divorce divorcee
propose proposal
irrigate irrigation
break breaker
resign resignation
subjugate subjugation
recruit recruitment
talk talker
segregate segregation
strangle strangulation
float flotation
dwell dwelling
tan tanning
foster fostering
measure measurement
cheer cheering
shade shading
continue continuation
kidnap kidnapper
carbonate carbon
arrange arrangement
crawl crawler
continue continuance
extinguish extinguishing
lament lamentation
supply supplier
preserve preserver
transpose transposition
cover reportage
finish finisher
tempt temptation
transform transformer
compete competitor
remember remembering
full fuller
bid bidding
tow tower
shuffle shuffling
blast blaster
found foundation
immigrate immigration
navigate navigation
rule ruling
disintegrate disintegration
glide gliding
elbow elbowing
empower empowerment
repair repairer
scan scanner
negate negation
infect infection
maltreat maltreatment
support supporting
conceive conception
raise raiser
temper tempering
conquer conquering
inform informant
angle angler
woo wooing
slack slacker
commute commuter
remain remnant
stretch stretcher
question questioner
respect respecter
survey surveying
molest molestation
thin thinning
please pleaser
slip slippage
collide collision
voyage voyager
buzz buzzer
place placement
absorb absorbent
fluctuate fluctuation
publish publication
perpetuate perpetuation
combine combining
trace tracing
railroad railroading
present presentation
liquify liquid
recollect recollection
prune pruning
cure curing
dispense dispenser
upend upending
extinguish extinguisher
dare daring
evaluate evaluation
ranch ranching
precede precedence
forge forging
suffocate suffocation
pervert perversion
imagine imagination
motor motoring
entitle entitlement
shape shaping
crush crusher
oxygenate oxygenation
visit visitor
ventilate ventilation
convert converter
net netting
fence fencer
seek seeking
define defining
cow coward
reallocate reallocation
optimize optimum
personify persona
crush crushing
sever severance
withdraw withdrawal
initiate initiator
challenge challenger
retard retardation
exacerbate exacerbation
mutate mutant
emulate emulator
encapsulate encapsulation
stain staining
contract contractor
toast toasting
think thinking
impersonate impersonation
explain explanation
jab jabbing
clinch clincher
file filer
absorb absorption
tan tannery
divide division
sell selling
monopolize monopolization
auction auctioneer
obstruct obstruction
miscalculate miscalculation
die death
battle battler
reckon reckoning
orphan orphanage
grant grantor
commentate commentator
push pusher
tour tourist
respond respondent
progress progression
reexamine reexamination
animate animator
cleave cleaver
nurse nursing
trail trailer
inundate inundation
lag laggard
comment commentary
rustle rustling
visit visitation
elope elopement
transport transportation
project projector
escape escapist
delete deletion
cloud clouding
illuminate illumination
improvise improvisation
twist twister
merge merger
snoop snooper
pair pairing
sound sounding
jeer jeering
groom grooming
wave waver
propel propeller
displease displeasure
conserve conservation
dawn dawning
grow growth
assess assessor
petition petitioner
clap clapping
proclaim proclamation
grin grinning
close closure
straggle straggler
mumble mumbling
wink winking
reconnoitre reconnaissance
violate violation
attain attainment
bake baker
buy buyer
damn damnation
execute executor
insure insurance
dislocate dislocation
confuse confusion
mutate mutation
browse browser
trim trimmer
thrill thriller
overproduce overproduction
explore explorer
pose poser
proliferate proliferation
integrate integral
weave weaver
float floating
mix mixing
fold folder
disapprove disapproval
resume resumption
debar debarment
seep seepage
pit pitting
create creation
facilitate facilitation
cross crossing
lug luggage
harmonize harmonization
foil foiling
deposit deposition
founder foundering
freelance freelancer
empty emptying
indent indenture
rebury reburial
till tillage
buff buffer
falcon falconry
kick kicking
motorcycle motorcycling
defer deferral
mature maturation
remit remittance
hike hiker
capitalize capitalization
project projection
protest protester
neutralize neutralization
assign assignment
fight fighting
overpay overpayment
describe description
endorse endorser
reimpose reimposition
roof roofing
ride riding
register registry
deride derision
eavesdrop eavesdropper
constrict constrictor
produce product
secede secession
top topper
emit emission
pacify pacification
turn turner
worry worrying
explore exploration
enjoy enjoyment
knit knitting
dive diving
slacken slackening
image imagery
debrief debriefing
kindle kindling
abduct abductor
complicate complication
revert reverting
salute pledge
clip clipper
take taking
retrain retraining
pass passage
fry frying
dress dressing
snipe sniper
manage manager
skip colloquialism
crawl crawling
tend tendency
reconstruct reconstruction
build builder
transmit transmitting
recuperate recuperation
center centering
write writer
program programmer
fly flyer
capitalize capital
peddle peddling
weld welding
separate separation
revolve roll
sail sailing
meddle meddler
show showing
serve serving
hook hooking
understate understatement
found founder
salvage salvager
grumble grumbling
discount discounter
evaluate evaluator
assess assessment
bore borer
vary variance
post postage
clip clipping
ramp rampage
join junction
dock dockage
accuse accusation
grind grinding
abet abetment
enrich enrichment
poach poaching
eject ejector
swerve swerving
oscillate oscillation
rub rubbing
grapple grappling
equate equating
nurse nursery
hedge hedger
disperse dispersion
simulate simulator
give giver
plead pleading
pick pickings
purify purifier
reinsure reinsurance
abuse abuser
act acting
wander wanderer
pronounce pronouncement
unfold unfolding
plod plodding
wrangle wrangling
declassify declassification
reveal revelation
cater caterer
prosecute prosecution
mandate mandatory
screen screener
mow mower
limit limiter
adjust adjustment
agonize agony
prevaricate prevarication
arbitrate arbitrator
expire expiration
state statement
compensate compensation
stockpile stockpiling
communicate communication
commission commissioning
orchestrate orchestra
eject ejection
purify purity
poison poisoning
idle idling
puzzle puzzlement
anoint anointment
resemble resemblance
paint painting
minimize minimum
raft rafter
prowl prowler
dilute dilution
conspire conspiracy
appear appearance
divert diversion
sign signing
estimate estimator
sign signer
intersect intersection
receive reception
go going
eventuate event
analyze analyzer
meddle meddling
destroy destroyer
classify classification
encase encasement
coagulate coagulant
guzzle guzzling
cough coughing
spit spitting
panel paneling
port porter
finger fingering
hold holding
harmonize harmony
gut gutter
wine winery
sting stinger
design designing
impress impression
misinterpret misinterpretation
circumnavigate circumnavigation
house housing
arbitrate arbitration
strain straining
internationalize internationalization
slow slowing
squat squatting
pollute pollutant
sense sensation
exhaust exhaustion
denigrate denigration
revert reversion
abstain abstinence
compound compounding
vary variant
denominate denomination
unionize union
seat seating
pack package
evolve evolution
entertain entertainer
educate education
stalk stalking
examine examination
infer inference
tailor tailoring
score scorer
disinfect disinfectant
deviate deviant
puff puffing
invade invader
say saying
dispose disposal
adapt adaptation
participate participant
jog jogger
associate association
infiltrate infiltrator
accrue accrual
sour souring
index indexing
punctuate punctuation
portray portraying
invoke invocation
book booking
clean cleaner
heave heaver
relegate relegating
abstain abstention
reunite reunion
daub daubing
deploy deployment
jerk jerking
sew sewing
assassinate assassin
long longing
drive drift
land lander
reelect reelection
till tiller
engrave gravure
syndicate syndication
instrument instrumentation
duplicate duplication
ferry ferrying
reduce reducer
baffle mystification
deceive deception
hedge hedging
wreck wrecking
tend tending
invite invitation
travel traveler
govern governor
lock locker
partition partitioning
remind reminder
attend attendant
render rendering
immunize immunization
mortgage mortgagee
compel compulsion
vaccinate vaccine
resuscitate resuscitation
collect collector
shell shelling
diet dietary
professionalize professionalization
refuse refusal
farm farming
oppose opponent
scream screamer
warm warmer
doubt doubter
procreate procreation
legitimate legitimacy
float floater
propel propulsion
follow following
bound boundary
punish punishment
roast roaster
sympathize sympathy
train trainee
fence fencing
game gaming
canal canalisation
diffuse diffusion
indicate indication
receive receiver
prod prodding
shore shoring
modify modification
extinguish extinction
integrate integrator
cool cooler
smell smelling
roar roaring
erupt eruption
acclaim acclamation
rival rivalry
drug drugging
proceed procedure
delegate delegating
sight sighting
lean leaner
rescind rescission
shed shedding
merge merging
lubricate lubricant
trump trumping
darken darkening
sew sewer
bifurcate fork
orchestrate orchestration
reassure reassurance
dispatch dispatcher
distribute distribution
suck sucker
energize energizing
sheet sheeting
submerge submersion
crowd crowding
repulse drive
renovate renovation
vary variate
pasteurize pasteurization
renounce renunciation
coexist coexistence
circulate circular
prick pricking
augment augmentation
mail mailing
decompress decompressing
refresh refreshment
steal stealing
adjudicate judge
quicken quickening
carpenter carpentry
arrive arrival
quarter quarters
preach preacher
beat beating
edge edging
command commandant
transform transformation
import importation
broker brokerage
accept acceptance
save saver
gloat gloating
remain remainder
escape escapee
deflate deflator
decorate decoration
dress dresser
disburse disbursal
persist persistency
seduce seduction
live living
transplant transplanting
confiscate confiscation
traffic trafficker
jostle jostling
plaster plastering
nullify nullification
embrace embracing
deflate deflation
slack slacking
grow grower
pitch pitching
moderate curb
weaken weakening
convene convening
save savior
assert assertion
sprout sprouting
savor savoring
cobble cobbling
abdicate abdication
conciliate conciliation
deprive deprivation
creak creaking
settle settler
blink blinking
conclude conclusion
prescribe prescription
devote devotion
destroy destruction
offend offender
readmit readmission
bomb bombing
dance dancing
record recording
approve approval
repeat repeating
detect detecting
officiate officiating
exclaim exclaiming
space spacing
muffle muffler
play player
conceal concealing
instal installing
expend expenditure
elect elector
park parking
compute computer
slug slugger
enter entry
mourn mourner
machine machinery
confide confidence
attend attendance
make maker
redeploy redeployment
deviate deviation
reprint reprinting
convict conviction
prompt prompter
photocopy photocopier
scrutinize scrutiny
fold folding
chastise chastisement
canton cantonment
insulate insulation
review reviewer
abandon abandonment
torment tormentor
enforce enforcement
disappoint disappointment
ranch rancher
foreclose foreclosure
mellow mellowing
interview interviewee
compile compiling
codify code
prostitute prostitution
ruin ruining
prostrate prostration
computerize computerization
march marcher
bottle bottler
conform conformance
mask masking
contract contracting
disinvest disinvestment
lobby lobbyist
collude collusion
carry carriage
fabricate fabricator
require requirement
command commandment
sum summation
test testing
push pushing
vilify vilification
compassionate compassion
postpone postponement
improve improvement
ripple rippling
adventure adventurer
qualify quality
motivate motivator
revolutionize revolution
tell telling
persuade persuader
ruminate rumen
allocate allocation
commence commencement
iron ironing
breathe breathing
commit commission
examine examinee
copy copying
prevail prevalence
cite citation
migrate migration
conjure conjurer
rejuvenate rejuvenation
suppress suppression
test tester
design designer
scoot scooter
restore restorer
indemnify indemnity
patent patentee
rumble rumbling
correct correction
interrupt interruption
lay layer
emigrate emigration
inactivate inactivation
disburse disbursement
trumpet trumpeter
precipitate precipitator
banish banishment
confirm confirmation
waver wavering
rear rearing
summarize summary
expound expansion
ordain ordinance
curb check
supplement supplementation
dry drier
observe observance
castrate castration
purchase purchaser
participate participation
hold holder
draft draftee
time timing
calculate calculus
golf golfing
equate equal
surf surfing
write writing
choke choker
accentuate accent
itch itching
dignify dignity
sediment sedimentation
oust ouster
question questioning
employ employer
goad goading
believe belief
achieve achiever
energize energy
plan planning
resurrect resurrection
detect detector
replace replacing
expatriate expatriation
warm warming
shiver shivering
beautify beautification
deconstruct deconstruction
endorse endorsement
stew stewing
retire retiree
function functionary
obsess obsession
correspond correspondent
converge converging
survive survivor
hunt hunter
smoke smoker
denounce denouncement
undress strip
readjust readjustment
purify purification
complete completion
disenfranchise disenfranchisement
pretend pretense
fuse fusion
trust trustee
wear wearing
chill chilling
abet abettor
disparage disparagement
lag lagging
beautify beauty
advertise advertiser
untangle untangling
rush rusher
whack whacking
refurbish refurbishment
fulfill fulfillment
expect expectation
wet wetting
withhold withholding
outfit outfitter
demolish demolishing
institute institution
disable disablement
migrate migrant
litigate litigator
foreshadow foreshadowing
sack sacking
inhibit inhibitor
heat heating
handicap handicapper
campaign campaigner
radiate radiator
reverse reversal
lead leader
issue issuer
revitalize revitalization
seal sealant
fuel fueling
profane profanation
ward warder
justify justification
wash washing
attribute attribution
achieve achievement
coincide coincidence
dribble dribbling
proceed proceeding
staple stapler
certify certificate
immobilize immobilization
wound wounding
repulse repulsion
screen screening
object objection
condense condenser
bind binder
crave craving
emerge emergence
scoff scoffing
acclimatise climate
defy defiance
reform reformist
steam steamer
direct director
loot looting
sneeze sneezing
coast coaster
annihilate annihilation
demonize demon
abound abundance
confide confidant
console consolation
win winnings
catch catcher
hawk hawking
drive driver
spot spotting
spar sparring
except exception
acclimate climate
cushion cushioning
exhibit exhibitor
debunk debunking
bulldoze bulldozer
delegate delegation
sculpt sculpture
mountaineer mountaineering
squander squandering
unmask unmasking
worsen worsening
admire admiration
replicate replica
head heading
tone toner
shift shifting
dispossess dispossession
erect erecting
run running
emigrate emigrant
ascend ascendancy
chew chewing
assure assurance
couple coupling
carve carving
import importer
depict depicting
rave raving
offend offense
spank spanking
cover report
pelt pelting
hurdle hurdling
engineer engineering
contribute contribution
shadow shadowing
close closing
signify significance
parachute parachuting
sleep sleeper
delude delusion
excel excellence
enclose enclosing
think thinker
handle handling
incur incursion
talk talking
mug mugger
add addition
declare declaration
refuel refueling
launch launcher
sing song
impede impediment
cool coolant
wed wedding
yawn yawner
portray portrayal
share sharing
fix fixer
yawn yawning
reforest reforestation
restore restoration
judge judgment
bear bearer
haul hauling
tail tailing
cannibalize cannibal
recover recovery
die dying
repel repellant
conduct conduction
pollute pollution
chip chipping
cremate cremation
devise devising
apologize apology
tend tender
waste waster
pipe piping
mate mating
dissent dissension
assassinate assassination
revise revision
graft grafting
quote quotation
transplant transplantation
disbelieve disbeliever
create creature
process processing
conciliate conciliator
dream dreaming
beatify beatification
strain strainer
analyze analyst
dilate dilation
mutiny mutineer
devolve devolution
edit editor
deal dealing
vent venting
pass passer
copy copier
distinguish distinction
compare comparing
open opener
regress regression
dissect dissection
prioritize priority
deter deterrence
merchandise merchandiser
insulate insulator
work worker
suffice sufficiency
impose imposition
widen widening
coordinate coordinator
listen listening
quack quackery
dredge dredger
arrest arrester
elude eluding
reimburse reimbursement
transmit transmittal
stone stoning
can cannery
pursue pursuance
devaluate devaluation
intrude intruder
permit permission
criticize critic
interpret interpretation
abort abortion
watch watcher
bid bidder
circumvent circumvention
earn earnings
roll rolling
dive diver
drink drunkard
shield shielding
drill drilling
resent resentment
strive striving
ski skiing
wrap wrapping
cool cooling
steamroll steamroller
model modeling
assign assignee
clamor clamoring
ravage ravaging
conglomerate conglomeration
loosen loosening
conspire conspirator
tick ticker
flow flowing
enclose enclosure
sprawl sprawling
haul hauler
begin beginning
cycle cycling
service servicing
fund funding
rock rocker
vacate vacation
reduce reduction
pigment pigmentation
fill filling
elevate elevator
collect collection
miniaturize miniature
predispose predisposition
liberate liberation
paint painter
amplify amplifier
validate validation
hijack hijacking
swim swimming
populate population
implement implementation
compile compiler
breathe breather
computerize computer
agree agreement
cry crying
bleed bleeding
effectuate effect
page paging
motivate motive
intervene intervention
meditate meditation
enhance enhancer
clothe clothing
export exporter
exhaust depletion
obligate obligation
knock knocker
brawl brawler
pirate piracy
head header
feather feathering
refer name
march marching
race racing
irritate irritation
grate grating
revalue revaluation
flower flowering
bat batting
back backing
cancel cancellation
administrate administrator
synchronize synchronization
substitute substitution
ventilate vent
tape taping
repel repellent
second secondment
train trainer
listen listener
capitulate capitulation
throw thrower
accredit accreditation
fail failing
deprecate deprecation
exploit exploitation
manipulate manipulator
afflict affliction
poke poking
stack stacker
disgorge disgorgement
solder soldering
forage foraging
grasp grasping
bless blessing
inter interment
consecrate consecration
soak soaking
reform reformation
electrify electrification
shop shopper
redistribute redistribution
marry marriage
predominate predominance
gather gatherer
fly flier
rope roping
come coming
determine determination
score scoring
predict predictor
wrestle wrestling
know knowing
ride rider
block blockage
inspire inspiration
finish finishing
introduce introduction
post poster
suspend suspension
mat matting
publish publishing
interdict interdiction
connect connection
store storage
inhale inhalation
win winning
inform informing
warehouse warehousing
convey conveyer
portray portraiture
document documentation
induce induction
sled sledding
realize realization
green greenery
picture picturing
inform information
forward forwarding
type typing
ship shipper
pay payment
form formation
reflect reflector
turn turning
victimize victim
incinerate incinerator
scan scanning
immerse immersion
nationalize nationalization
enlarge enlargement
rise rising
receive receptor
bellow bellowing
warn warning
circulate circulation
smuggle smuggler
stay stayer
invest investiture
nominate nomination
decompress decompression
procure procurement
reclaim reclamation
attract attraction
cricket cricketer
gravitate gravitation
perfect perfection
surround surroundings
strike striking
root rooting
rig rigging
sweep sweeping
activate activation
disillusion disillusionment
borrow borrower
equate equation
secrete secretion
intimate intimation
go goer
hatch hatching
jeopardize jeopardy
abduct abduction
screw bed
fix fixture
relax relaxant
commission commissioner
inject injector
contradict contradiction
find finding
underwrite underwriter
legislate legislation
apportion apportionment
quadruple quadrupling
thrash thrashing
decentralize decentralization
avoid avoidance
pound pounding
defend defender
relinquish relinquishment
inscribe inscription
deactivate deactivation
anticipate foreboding
lecture lecturer
compose composure
extract extraction
ratify ratification
rinse rinsing
condition conditioning
dump dumping
impute imputation
jam jamming
discontent discontentment
heckle heckler
invalidate invalidation
eliminate elimination
nourish nourishment
dissemble dissembling
lift lifter
spoil spoiler
stand stance
calibrate calibration
educate educator
see seeing
combine combination
dissipate dissipation
cast casting
liberate liberty
convalesce convalescence
tile tiling
cover covering
smack smacking
subscribe subscriber
marginalize marginalization
position positioning
congregate congregation
mix mixture
train training
render rendition
escalate escalation
transit transition
decompose decomposition
incorporate incorporation
rouse rousing
presuppose presupposition
underestimate underestimation
contemplate contemplation
regenerate regeneration
rot rotting
employ employment
will willing
integrate integration
thrust thruster
yacht yachting
identify identification
extract extractor
lodge lodging
mystify mystery
steer steerage
stonewall stonewalling
pretend pretending
crystallize crystal
control controller
build building
cuddle cuddling
disbar disbarment
line lining
appeal appellant
slate slating
boost booster
originate origination
brew brewer
exist existence
glorify glorification
tolerate toleration
sequester sequestration
detach detachment
coagulate coagulation
account accountant
smock smocking
slice slicing
clot clotting
shine shining
confine confinement
enroll enrollment
inoculate inoculating
sign signature
gossip gossiping
eat eater
row rowing
image imaging
gather gathering
deepen deepening
weave weaving
spur spurring
categorize category
vacation vacationing
erect erection
insist insistence
revoke revocation
celebrate celebration
value valuer
spin spinner
spend spender
clear clearing
restrict restriction
pilot piloting
stabilize stabilizer
invest investment
name naming
ice icing
complain complainant
redeem redemption
drum drummer
swathe swathing
diminish diminution
sling slinging
charm charmer
steer steering
bite biter
decimate decimation
wade wading
dispense dispensary
manufacture manufacturer
hurt hurting
irritate irritant
urge urging
long longer
stroke stroking
characterize characterization
coin coinage
oversee overseer
levitate levitation
carpet carpeting
encroach encroachment
suffer suffering
deliver delivery
back backer
fly flying
buy buying
arm armor
jot jotting
figure figuring
smart smarting
consist consistency
advocate advocacy
rob robbery
leak leakage
oppress oppressor
commit committee
distribute distributor
ostracize ostracism
vindicate vindication
smile smiling
terminate finish
tick ticking
choke choking
transmit transmitter
void voiding
interfere interference
fumigate fumigation
distract distraction
dilate dilatation
relieve reliever
web webbing
absent absence
undervalue undervaluation
flank flanker
price pricing
joke joker
reshuffle reshuffling
act actor
bumble bumbler
taunt taunting
repossess repossession
ooze oozing
tow towage
demonstrate demonstrator
opt option
locate location
handle handler
drive driving
mock mockery
view viewer
rewrite rewriting
interpret interpreting
overreact overreaction
consolidate consolidation
evict eviction
wean weaning
creep creeping
annoy annoyance
coalesce coalition
hurdle hurdler
shave shaver
maintain maintenance
evaluate value
thrust thrusting
intend intention
beep beeper
frustrate frustration
encrypt encryption
dance dancer
equip equipment
gas gassing
ski skier
feed feeding
reincarnate reincarnation
visualize visualization
hurry hurrying
require requisition
comb combing
litigate litigation
flap flapping
ring ringing
publicize publicist
refine refining
reappear reappearance
mutter muttering
infringe infringement
direct directive
perform performing
link linkage
plan planner
flute fluting
oversimplify oversimplification
fragment fragmentation
sweep sweeper
jewel jewelry
bankrupt bankruptcy
wane waning
dedicate dedication
scrape scraping
clown clowning
sprint sprinter
solicit solicitor
compose composing
disclose disclosure
hesitate hesitancy
rediscover rediscovery
fester festering
enhance enhancement
send sending
motor motorist
ferment fermentation
avow avowal
solicit solicitation
sap sapper
desert deserter
rent renting
implant implantation
sift sieve
bet better
bugger buggery
calibrate caliber
wander wandering
smuggle smuggling
retail retailing
bump bumper
spoil spoilage
press pressure
sink sinking
alternate alternation
ignore ignorance
attenuate attenuation
constitute constituent
page pager
rattle rattling
quarry quarrying
tamper tampering
coordinate coordination
radiate radiance
inject injection
wither withering
scavenge scavenger
mutilate mutilation
publish publisher
reform reformer
contaminate contamination
sparkle sparkling
pry prying
interpret interpreter
tack tacking
consult consultation
repress repression
purge purging
parent parentage
strike striker
pretend pretender
ferment fermenting
toboggan tobogganing
ruminate ruminant
pave paving
limit limitation
register registration
freight freighter
invest investor
close closer
bury burial
deduce deduction
sprinkle sprinkling
begin beginner
exhibit exhibition
pass passing
export exportation
motivate motivation
liquidate liquidation
precede precedent
reveal revealing
sever severing
revolve revolution
aspire aspirant
down carry
repay repayment
bound bounder
haul haulage
discuss discussion
conduct conducting
wave waving
segment segmentation
document documentary
mug mugging
sweeten sweetener
lose loser
coat coating
unite uniting
fossilize fossil
size sizing
intercept interception
furnish furnishing
throb throbbing
season seasoning
conscript conscription
feed feeder
portend portent
own owner
contract contraction
impoverish impoverishment
espouse espousal
exploit exploiter
ascend ascent
obey obedience
snap snapper
counsel counseling
plate plating
occupy occupation
import importing
ease easing
retire retirement
disconnect disconnection
anchor anchorage
disrupt disruption
enter entree
