TRAINING
irradiate irradiation
perceive perception
swim swimmer
detoxify detoxification
evaporate vapor
mop mopping
resist resistance
advise adviser
regulate regulating
dine dinner
pave paving
shell shelling
assail assailant
clean cleaning
refer referral
misread misreading
dominate dominance
circumnavigate circumnavigation
desecrate desecration
usurp usurper
give giving
tickle tickling
swell swelling
copy copier
perpetuate perpetuation
tick ticking
select selection
organize organization
cover coverage
speak speaking
remove removal
blend blender
install installing
grapple grappling
survive survival
fasten fastening
catch catcher
roof roofing
smoke smoking
shut shutting
waste wastage
part parting
present presentation
hang hanging
camp camping
mandate mandatory
embody embodiment
spread spreading
peruse perusal
tube tubing
insure insurer
fester festering
savor relish
spy spying
supervise supervising
drain drainage
diet dieting
remove remover
content contentment
detect detecting
apply applicant
gamble gambling
bless blessing
choke choker
spoil spoilage
revise revising
tell teller
worsen worsening
pillage pillaging
glide gliding
slide slider
grill grilling
purge purging
spray spraying
foil foiling
racketeer racketeering
illustrate illustration
smelt smelter
license licensee
crack cracking
hum humming
refer reference
yell yelling
induct induction
taunt taunting
lunch lunching
long longing
initiate initiation
sneeze sneezing
evaporate evaporation
stipulate stipulation
admit admission
register registrant
abandon abandonment
refill refilling
recruit recruiter
negotiate negotiation
summarize summary
refocus refocusing
pull pulling
urinate urine
desert desertion
annihilate annihilation
chase chaser
acquire acquisition
pass passer
strive striving
derogate derogation
induce inducing
float flotation
investigate investigation
concur concurrence
putt putter
beautify beauty
capitalize capital
liquefy liquefaction
slate slating
incite incitement
climb climbing
socialize socializing
explore explorer
sense sensing
rot rotting
fail failure
dispense dispenser
motivate motivation
coax coaxing
garden gardener
sing song
cool cooler
preside president
depart departure
called calling
stain stainer
chip chipping
converge converging
bowl bowler
make making
incarnate incarnation
incur incursion
plunge plunger
personify person
govern governor
eliminate elimination
pick picker
characterize character
set setting
connect connexion
strain strainer
pack packing
eat eater
snuggle snuggling
specialize specialist
disagree disagreement
disengage disengagement
conscript conscription
fix fixing
scale scaling
depend dependency
account accounting
transfer transferral
bribe bribery
dispense dispensation
savor savoring
toboggan tobogganing
stitch stitching
extort extortion
feed feeder
fall faller
endure endurance
climb climber
integrate integrating
lift lifter
quarter quartering
bombard bombardment
exist existence
curl curler
model modeling
canton cantonment
cover reporting
depose deposition
rebut rebuttal
expel expulsion
delineate delineation
hatch hatchery
standardize standard
advertise advertisement
oppose opposition
succeed succession
ship shipment
mail mailer
perform performer
disinfect disinfection
commercialize commercialization
burn burner
dictate dictation
win winner
assume assumption
bind bindery
suggest suggestion
veer veering
order ordering
diversify diversity
waive waiver
plumb plumbing
reap reaper
browse browser
flog flogging
shirk shirking
deal dealings
taper tapering
persevere perseverance
deport deportee
dismiss dismissal
endow endowment
found founding
populate population
howl howler
visit visiting
bomb bombing
advise advisor
carpet carpeting
expatriate expatriation
cultivate cultivation
license licenser
replace replacing
paint painting
question questioning
solve solving
denude denudation
appraise appraiser
scour scouring
replace replacement
classify classification
televise television
spit spitting
awaken awakening
defoliate defoliation
lubricate lubrication
convey conveyor
extrapolate extrapolation
oust ousting
yawn yawner
abstain abstention
shake shaker
harmonize harmonization
recuperate recuperation
raft rafter
secrete secretion
sift sifting
liberalize liberalization
dampen dampening
monetize monetization
protect protection
seek seeking
offer offering
reassert reassertion
subject subjection
rob robbery
transship transshipment
row rower
bargain bargaining
wine winery
slam slammer
recalculate recalculation
disapprove disapproval
skate skater
modernize modernization
reinforce reinforcement
loot looter
exaggerate exaggeration
list listing
instrument instrumentation
suck suction
snort drug
find finder
accompany accompaniment
dig digging
cup cupping
furnish furnishing
decelerate deceleration
monopolize monopoly
invest investing
contribute contribution
procreate procreation
tutor tutelage
instill instilling
suspect suspicion
fit fitter
punt punting
defect defector
classify class
undertake undertaking
sail sailor
master mastering
consider consideration
earn earnings
cuddle cuddling
prompt prompter
condition conditioner
divorce divorcee
propose proposal
strangle strangling
break breaker
pitch pitching
subjugate subjugation
resolve resolution
talk talker
steep steeper
amend amendment
coagulate coagulation
dwell dwelling
delude delusion
possess possessor
measure measurement
cheer cheering
shade shading
shop shopping
ignite ignition
commit commitment
interpret interpretation
convalesce convalescent
acquiesce acquiescence
extinguish extinguishing
lament lamentation
resurge resurgence
melt melter
exhume exhumation
advertise advertiser
accelerate acceleration
tempt temptation
transform transformer
compete competitor
stew stewing
full fuller
bid bidding
tow tower
shuffle shuffling
reunify reunification
mask masking
mature maturation
navigate navigation
rule ruling
receive receiver
sew sewing
elbow elbowing
tone toner
repair repairer
scan scanner
jog jogger
infect infection
maltreat maltreatment
support supporting
stow stowing
raise raiser
temper tempering
splash splashing
inform informant
angle angler
woo wooing
slack slacker
gravitate gravity
reconstruct reconstruction
stretch stretcher
question questioner
involve involvement
survey surveying
molest molestation
refuse refusal
light lighter
slip slippage
activate activation
interview interviewer
buzz buzzer
parachute parachuting
absorb absorbent
fluctuate fluctuation
electrify electricity
jeer jeering
combine combining
educate education
thump thumping
disembark disembarkation
tolerate toleration
inspect inspector
prune pruning
thaw thawing
tumble tumbling
forecast forecasting
extinguish extinguisher
dare daring
strain straining
ranch ranching
spill spillage
forge forging
rectify rectification
immunize immunization
imagine imagination
line lining
speculate speculation
pen penning
crush crusher
price pricing
stand stance
correlate correlation
act acting
wander wandering
fence fencer
commute commuter
acclimatise climate
cow coward
criticize critic
optimize optimum
cleave cleavage
cut cutter
sever severance
cover covering
wax waxing
challenge challenger
retard retardation
exacerbate exacerbation
acquire acquirer
name citation
encapsulate encapsulation
accumulate accumulation
contract contractor
install installation
think thinking
impersonate impersonation
thin thinning
jab jabbing
clinch clincher
file filer
absorb absorption
tan tannery
divide division
sell selling
underperform underperformer
auction auctioneer
equalize equalizer
miscalculate miscalculation
die death
beautify beautification
reckon reckoning
orphan orphanage
grant grantor
commentate commentator
push pusher
generate generator
resolve resolving
strengthen strengthening
reexamine reexamination
energize energizing
crystallize crystal
nurse nursing
serve serving
douse dousing
lag laggard
comment commentary
headline headliner
visit visitation
elope elopement
prospect prospector
project projector
roll roller
delete deletion
cloud clouding
combat combatant
frustrate frustration
fumigate fumigation
merge merger
save savings
assign assignation
sound sounding
enter entrance
rob robber
wave waver
propel propeller
displease displeasure
instigate instigator
log logging
demote demotion
assess assessor
petition petitioner
clap clapping
proclaim proclamation
grin grinning
close closure
straggle straggler
empty emptying
repair reparation
brace bracing
blast blaster
attain attainment
violate violation
brew brewery
despise despising
distill distillery
erode eroding
spot spotting
confederate confederation
mutate mutation
net netting
trim trimmer
incriminate incrimination
voyage voyager
wreck wrecking
suppose supposition
shoot shooter
integrate integral
surf surfer
float floating
govern governance
publicize publicizing
rejoice rejoicing
scream screaming
clot clotting
seep seepage
pit pitting
create creation
flower flowering
discuss discussion
wear wearing
rewrite rewriting
jerk jerking
eventuate event
perspire perspiration
repress repression
reform reformation
indent indenture
exclude exclusion
conquer conquering
blackmail blackmailer
number numbering
theorize theory
motorcycle motorcycling
defer deferral
militarize militarization
satisfy satisfaction
catalyze catalyst
accuse accusation
trounce trouncing
protest protester
deepen deepening
add addition
fight fighting
overpay overpayment
describe description
endorse endorser
tick ticker
torture torturing
terrorize terror
solidify solidifying
deride derision
eavesdrop eavesdropper
constrict constrictor
produce product
secede secession
top topper
debate debater
vaccinate vaccination
turn turner
suffice sufficiency
offend offense
allocate allocation
knit knitting
invade invader
sew sewer
image imagery
ascend ascent
magnify magnifier
abduct abductor
complicate complication
ruminate ruminant
privatize privatization
foot footer
fumigate fume
retrain retraining
warm warmer
fry frying
react reaction
snipe sniper
manage manager
dissolve dissolving
hurdle hurdling
tend tendency
employ employment
expect expectancy
boil boiler
kiss kissing
center centering
pant panting
program programmer
brief briefing
discover discovery
peddle peddling
weld welding
separate separation
debrief debriefing
sail sailing
insure insurance
show showing
export exporter
screw bed
float floatation
found founder
salvage salvager
enter entrant
discount discounter
commute commutation
assess assessment
bore borer
vary variance
post postage
remain remnant
ramp rampage
join junction
dock dockage
ascribe ascription
switch switching
abet abetment
spatter spattering
poach poaching
eject ejector
swerve swerving
oscillate oscillation
rub rubbing
shadow shadowing
deify deity
nurse nursery
hunt hunting
win winning
regulate regulation
give giver
plead pleading
pick pickings
purify purifier
reinsure reinsurance
triple tripling
reflect reflector
recognize recognition
squeeze squeezing
acclaim acclamation
plod plodding
wrangle wrangling
declassify declassification
whack whacking
mistreat mistreatment
prosecute prosecution
mitigate mitigation
vaccinate vaccine
attend attendance
mock mockery
adjust adjustment
agonize agony
prevaricate prevarication
communicate communication
expire expiration
state statement
compensate compensation
box boxer
pervert perversion
wholesale wholesaler
locate locator
eject ejection
assist assistance
poison poisoning
idle idling
puzzle puzzlement
anoint anointment
resemble resemblance
draft drafting
harvest harvester
hack hacker
inhale inhalation
dilute dilution
tighten tightening
appear appearance
convert converter
retire retiree
intermediate intermediation
go going
remember remembrance
receive reception
seduce seducer
board boarder
analyze analyzer
meddle meddling
compare comparison
find finding
savage savagery
compress compressing
reforest reforestation
cough coughing
escape escapist
pension pensioner
port porter
finger fingering
destroy destroyer
harmonize harmony
surround surroundings
act action
sting stinger
sprinkle sprinkler
impress impression
empower empowerment
rope roping
swathe swathing
arbitrate arbitration
recycle recycling
facilitate facilitator
slow slowing
lock locker
pollute pollutant
quicken quickening
thicken thickening
denigrate denigration
vindicate vindication
implode implosion
riot rioting
vary variant
denominate denomination
unionize union
seat seating
patent patentee
radiate radiance
replicate replication
manipulate manipulation
stalk stalking
pun punning
infer inference
exempt exemption
score scorer
reorganize reorganization
deviate deviant
puff puffing
remember remembering
remarry remarriage
sled sledding
walk walker
dilate dilatation
wilt wilting
associate association
transmit transmittal
accrue accrual
sour souring
polish polishing
punctuate punctuation
misrepresent misrepresentation
invoke invocation
book booking
clean cleaner
heave heaver
relegate relegating
curl curling
dress dressing
daub daubing
deploy deployment
heal healer
intercept interceptor
convoke convocation
terminate terminus
instruct instructor
sniff sniffer
reelect reelection
measure measurer
skim skimming
defer deference
transpose transposition
ripple rippling
ferry ferrying
reduce reducer
unmask unmasking
thicken thickener
torment tormentor
exhaust exhaustion
sediment sedimentation
invite invitation
brainstorm brainstorming
equate equator
tax taxer
partition partitioning
remind reminder
attend attendant
divest divestiture
syndicate syndicator
interfere interference
develop development
simplify simplification
sanctify saint
collect collector
sort sorting
intrude intruder
professionalize professionalization
interview interviewee
farm farming
oppose opponent
supplant supplanting
surface surfacing
doubt doubter
launder laundry
legitimate legitimacy
float floater
initiate initiator
follow following
orchestrate orchestra
subvert subversion
roast roaster
sympathize sympathy
train trainee
wear wearer
sprint sprinter
canal canalisation
embrace embracing
assign assignee
vault vaulting
sweep sweeping
shore shoring
reach reaching
extinguish extinction
integrate integrator
avert aversion
modify modification
graduate graduation
erupt eruption
punt punter
track tracker
liberate liberator
proceed procedure
banish banishment
compose composer
drug drugging
rescind rescission
sing singing
untangle untangling
wink winking
trump trumping
darken darkening
transfer transferor
bifurcate fork
orchestrate orchestration
cause causation
dispatch dispatcher
distribute distribution
suck sucker
close closing
function functioning
submerge submersion
crowd crowding
pasteurize pasteurization
court courting
advise advisory
concede concession
renounce renunciation
communicate communicating
circulate circular
negate negation
bottle bottler
mail mailing
wreck wrecker
refresh refreshment
retract retractor
promote promotion
fingerprint fingerprinting
reconcile reconciliation
arrive arrival
quarter quarters
package packaging
beat beating
edge edging
bake baker
harvest harvesting
import importation
broker brokerage
oppress oppressor
impoverish impoverishment
maintain maintenance
upend upending
escape escapee
deflate deflator
decorate decoration
dress dresser
disburse disbursal
persist persistency
seduce seduction
idle idler
transplant transplanting
underestimate underestimation
ferment fermenting
jostle jostling
plaster plastering
differentiate differentiator
overtake overtaking
handle handling
slack slacking
grow grower
overheat overheating
moderate curb
market marketing
convene convening
save savior
assert assertion
sprout sprouting
pick picking
cobble cobbling
abdicate abdication
lower lowering
duplicate duplication
creak creaking
settle settler
incubate incubator
clamor clamoring
degenerate degeneration
reincarnate reincarnation
digest digestion
transgress transgression
readmit readmission
spar sparring
bump bumper
record recording
approve approval
mat matting
assist assistant
officiate officiating
inject injection
elevate elevator
muffle muffler
play player
conceal concealing
justify justification
expend expenditure
coach coaching
park parking
help helper
humiliate humiliation
drive drift
stroll stroller
machine machinery
till tillage
encode encoding
make maker
expose exposure
prompt prompting
reprint reprinting
fruit fruition
convey conveyer
photocopy photocopier
dine diner
replicate replica
diminish diminution
listen listener
repudiate repudiation
review reviewer
radiate radiation
campaign campaigner
enforce enforcement
disappoint disappointment
shatter shattering
foreclose foreclosure
mellow mellowing
love lover
narrow narrowing
codify code
prostitute prostitution
ruin ruining
cooperate cooperation
call caller
march marcher
recede recession
conform conformance
operate operator
baffle mystery
disinvest disinvestment
redefine redefinition
collude collusion
carry carriage
bet better
require requirement
command commandment
sum summation
test testing
push pushing
qualify quality
interconnect interconnection
coordinate coordination
improve improvement
index indexation
adventure adventurer
crack cracker
motivate motivator
revolutionize revolution
tell telling
eat eating
ruminate rumen
yield yielding
commence commencement
iron ironing
breathe breathing
commit commission
examine examinee
copy copying
watch watching
suppress suppressor
ride riding
compel compulsion
rejuvenate rejuvenation
embarrass embarrassment
strip stripping
design designer
scoot scooter
sell seller
indemnify indemnity
block blocker
avenge avenger
commission commissioner
tie tier
lay layer
impute imputation
conglomerate conglomeration
retrospect retrospection
ration rationing
precipitate precipitator
translate translator
fly flyer
strip stripper
tend tending
baptise baptism
expound expansion
ordain ordinance
curb check
supplement supplementation
imply implication
begin beginning
rival rivalry
deduct deduction
participate participation
absorb absorber
carpenter carpentry
function functionary
calculate calculus
smell smelling
equate equal
surf surfing
buy buyer
inflate inflation
accentuate accent
itch itching
dignify dignity
subsidize subsidy
oust ouster
word wording
rail railing
goad goading
believe belief
achieve achiever
see seeing
plan planning
resurrect resurrection
plow plowing
green greening
translate translation
infuse infusion
design designing
falsify falsifying
focus focussing
endorse endorsement
work worker
referee refereeing
engrave gravure
overestimate overestimation
emulate emulation
cook cookery
nest nester
hunt hunter
oversee overseer
denounce denouncement
convey conveying
govern government
purify purification
write writer
disenfranchise disenfranchisement
pretend pretense
charge charger
trust trustee
stripe striping
chill chilling
abet abettor
hijack hijacker
process processor
swim swimming
fish fishing
build builder
rush rusher
err error
please pleaser
compose composition
curtail curtailment
wet wetting
shape shaping
intoxicate intoxication
seize seizure
institute institution
schedule scheduler
stunt stunting
litigate litigator
condescend condescension
recruit recruitment
inhibit inhibitor
trace tracing
handicap handicapper
recant recantation
radiate radiator
reverse reversal
lead leader
issue issuer
down carry
seal sealant
maximize maximum
profane profanation
ward warder
agitate agitator
deregulate deregulating
depress depressant
achieve achievement
coincide coincidence
dribble dribbling
walk walking
staple stapler
certify certificate
study student
wound wounding
repulse repulsion
screen screening
object objection
condense condenser
bind binder
crave craving
emerge emergence
scoff scoffing
raze razing
defy defiance
reform reformist
steam steamer
code coding
loot looting
execute executing
coast coaster
wheel wheeling
disparage disparagement
abound abundance
confide confidant
console consolation
mumble mumbling
fade fading
conceive conception
drive driver
revalue revaluation
please pleasing
except exception
cast caster
contend contention
bag bagging
debunk debunking
bulldoze bulldozer
intrude intrusion
lag lagging
mountaineer mountaineering
squander squandering
guarantee guarantor
recommence recommencement
admire admiration
house housing
head heading
fix fixture
shift shifting
dispossess dispossession
intensify intensity
detonate detonation
emigrate emigrant
dwindle dwindling
chew chewing
coordinate coordinator
edit editing
trumpet trumpeter
import importer
depict depicting
rave raving
wish wishing
revolt revolution
cover report
pelt pelting
sign signer
engineer engineering
mug mugging
squat squatting
dream dreamer
resume resumption
buy buying
computerize computerization
litigate litigant
reject rejection
ebb ebbing
think thinker
prowl prowler
print printing
perfume perfumery
mug mugger
appear apparition
declare declaration
refuel refueling
pacify pacification
ripen ripening
occupy occupancy
cool coolant
wed wedding
amortize amortization
portray portrayal
share sharing
derive deriving
yawn yawning
inoculate inoculation
abort abortion
judge judgment
bear bearer
dilate dilation
tail tailing
cannibalize cannibal
vibrate vibrancy
die dying
shout shouting
originate origin
retaliate retaliation
stir stirring
detonate detonator
devise devising
fail failing
fix fixer
percolate percolation
pipe piping
mate mating
dissent dissension
assassinate assassination
rebury reburial
interdict interdiction
deliberate deliberation
transplant transplantation
intimidate intimidation
reiterate reiteration
process processing
conciliate conciliator
dream dreaming
beatify beatification
observe observer
leak leakage
reappear reappearance
mutiny mutineer
devolve devolution
wane waning
deal dealing
repatriate repatriation
commission commissioning
dispose disposition
distinguish distinction
compare comparing
open opener
regress regression
dissect dissection
prioritize priority
grind grinder
merchandise merchandiser
dance dancing
parcel parceling
discover discoverer
demonize demon
constitute constitution
prime primer
relive reliving
quack quackery
observe observance
arrest arrester
elude eluding
reimburse reimbursement
use usage
stone stoning
can cannery
pursue pursuance
devaluate devaluation
exert exertion
permit permission
revolve roll
evacuate evacuation
confine confinement
watch watcher
bid bidder
rig rigging
transform transformation
roll rolling
dive diver
nullify nullification
shield shielding
drill drilling
irritate irritant
comply compliance
let lessor
utilize utilization
cool cooling
steamroll steamroller
mold molding
growl growling
capitulate capitulation
incinerate incineration
enlist enlisting
feel feeling
conspire conspirator
disfigure disfigurement
flow flowing
enclose enclosure
sprawl sprawling
sequester sequestration
arrange arrangement
move motion
service servicing
fund funding
develop developing
vacate vacation
reduce reduction
pigment pigmentation
ski skier
be being
pollute pollution
freshen freshener
predispose predisposition
liberate liberation
paint painter
amplify amplifier
document documentation
hijack hijacking
consume consumer
activate activator
implement implementation
compile compiler
defuse defusing
migrate migrant
agree agreement
cry crying
guide guidance
abolish abolition
dismantle dismantlement
poke poking
intervene intervention
meditate meditation
operate operation
conspire conspiracy
case casing
exhaust depletion
obligate obligation
knock knocker
brawl brawler
pirate piracy
head header
stagnate stagnancy
refer name
enlighten enlightenment
race racing
irritate irritation
grate grating
stabilize stabilization
equate equation
bat batting
assassinate assassin
calculate calculator
administrate administrator
place placement
frisk frisking
procrastinate procrastination
tape taping
repel repellent
second secondment
train trainer
collide collision
deconstruct deconstruction
collect collecting
accredit accreditation
allow allowance
deprecate deprecation
exploit exploitation
manipulate manipulator
repent repentance
groom grooming
stack stacker
disgorge disgorgement
diverge divergence
forage foraging
distill distillate
survey surveyor
inter interment
legislate legislature
dissent dissenter
devote devotee
depreciate depreciation
shop shopper
redistribute redistribution
marry marriage
predominate predominance
gather gatherer
fly flier
ingest ingestion
come coming
disbelieve disbeliever
produce producer
predict predictor
compute computer
know knowing
illustrate illustrator
whistle whistling
ally alliance
deal dealer
ravage ravaging
post poster
materialize materialization
verify verification
publish publishing
reorient reorientation
outfit outfitter
store storage
suffocate suffocation
waver wavering
rock rocker
warehouse warehousing
repel repellant
peruse perusing
spur spurring
induce induction
deprive deprivation
butcher butchery
run running
picture picturing
inform information
forward forwarding
computerize computer
rescue rescuer
pay payment
cancel cancellation
smash smashing
turn turning
insulate insulator
incinerate incinerator
educate educator
unite uniting
summon summoning
enlarge enlargement
rise rising
receive receptor
flap flapping
multiply multiplier
circulate circulation
fascinate fascination
stay stayer
punish punishment
nominate nomination
cast casting
root rooting
reclaim reclamation
attract attraction
value valuer
gravitate gravitation
perfect perfection
disburse disbursement
strike striking
credit creditor
launch launcher
exhibit exhibitor
embezzle embezzlement
disillusion disillusionment
borrow borrower
judge judiciary
conserve conservation
concord concurrence
venture venturer
carry carrier
jeopardize jeopardy
abduct abduction
excavate excavator
offend offender
relax relaxant
conjure conjuring
animate animator
believe believer
revel revelry
write writing
suppress suppression
motivate motive
bleed bleeder
shave shaver
cycle cycling
avoid avoidance
pound pounding
defend defender
respect respecter
warn warning
deactivate deactivation
reproduce reproduction
battle battler
compose composure
extract extraction
ratify ratification
rinse rinsing
condition conditioning
dump dumping
burglarize burglary
jam jamming
solve solution
heckle heckler
name naming
mourn mourning
energize energy
legislate legislation
ski skiing
flute fluting
load loading
calibrate calibration
phrase phrasing
conjure conjurer
enact enactment
dissipate dissipation
expropriate expropriation
liberate liberty
convalesce convalescence
disavow disavowal
vault vaulter
smack smacking
subscribe subscriber
rebel rebellion
position positioning
congregate congregation
mix mixture
train training
encourage encouragement
escalate escalation
transit transition
decompose decomposition
adorn adornment
rouse rousing
presuppose presupposition
ready readying
repossess repossession
regenerate regeneration
toast toasting
intend intent
alternate alternation
integrate integration
thrust thruster
yacht yachting
shiver shivering
prosecute prosecutor
subside subsidence
invest investiture
steer steerage
stonewall stonewalling
pretend pretending
falcon falconry
murder murderer
color coloring
travel traveler
refine refiner
investigate investigating
configure configuration
castrate castration
boost booster
originate origination
brew brewer
understate understatement
grumble grumbling
globalize globalization
usurp usurpation
detach detachment
sack sacking
account accountant
contract contraction
infiltrate infiltration
smoke smoker
revise revision
defend defendant
rib ribbing
reconnoitre reconnaissance
sign signature
affiliate affiliation
finance financing
row rowing
image imaging
tease teaser
lodge lodgement
weave weaving
scheme schemer
categorize category
trail trailer
circulate circle
disable disablement
revoke revocation
celebrate celebration
hold holder
spin spinner
stagnate stagnation
clear clearing
restrict restriction
pilot piloting
save saver
invest investment
tear tearing
ice icing
complain complainant
redeem redemption
miniaturize miniaturization
preserve preservation
silence silencer
seal sealer
charm charmer
steer steering
collect collection
decimate decimation
mystify mystery
dispense dispensary
edit editor
hurt hurting
frame framing
urge urging
deter deterrence
stroke stroking
despair desperate
coin coinage
reassign reassignment
levitate levitation
salute pledge
clock clocking
suffer suffering
disinfect disinfectant
back backer
sign signing
disarm disarmament
arm armor
jot jotting
figure figuring
smart smarting
consist consistency
thin thinner
germinate germination
command commander
inform informing
commit committee
distribute distributor
post posting
desolate desolation
smile smiling
rationalize rationalization
wring wringer
pertain pertinence
transmit transmitter
ignore ignorance
remit remission
refine refining
plant planter
tackle tackler
relieve reliever
web webbing
absent absence
effectuate effect
flank flanker
enclose enclosing
announce announcement
reshuffle reshuffling
vaccinate vaccinating
bumble bumbler
live liver
sight sighting
build building
tow towage
demonstrate demonstrator
opt option
multiply multiplication
elect electorate
drive driving
engage engagement
rehearse rehearsal
occupy occupation
reimpose reimposition
overreact overreaction
synchronize synchronizing
evict eviction
analyze analyst
creep creeping
annoy annoyance
coalesce coalition
hurdle hurdler
ride rider
consign consignee
purify purity
thrust thrusting
intend intention
happen happening
soldier soldiering
water watering
dance dancer
equip equipment
gas gassing
spank spanking
erect erection
form formation
pass passing
panel paneling
require requisition
comb combing
litigate litigation
thrash thrashing
direct directive
gut gutter
drink drunkard
dry drier
mutter muttering
infringe infringement
join juncture
compute computation
link linkage
compact compaction
prepay prepayment
oversimplify oversimplification
germinate germ
sweep sweeper
jewel jewelry
talk talking
patch patching
minimize minimum
issue issuing
relapse relapsing
plate plating
solicit solicitor
compose composing
disclose disclosure
hesitate hesitancy
retrench retrenchment
lecture lecturer
enhance enhancement
fast fasting
motor motorist
originate originator
avow avowal
solicit solicitation
sap sapper
desert deserter
hawk hawker
implant implantation
fall accrual
adjudicate adjudicator
contemplate contemplation
prod prodding
commute commuting
smuggle smuggling
retail retailing
present presentment
acquit acquittal
deliver deliverance
sink sinking
ascend ascension
pry prying
attenuate attenuation
constitute constituent
page pager
proscribe proscription
quarry quarrying
tamper tampering
ship shipper
succeed successor
perpetrate perpetration
graft grafting
tan tanning
mutilate mutilation
landscape landscaping
reform reformer
contaminate contamination
unveil unveiling
spell spelling
deflect deflection
reciprocate reciprocation
consult consultation
liquify liquid
syndicate syndication
control controller
pronounce pronouncement
monitor monitoring
choke choking
muse musing
purchase purchaser
lodge lodging
limit limitation
crawl crawling
freight freighter
rearm rearmament
conquer conqueror
bury burial
gloat gloating
entitle entitlement
begin beginner
exhibit exhibition
tense tension
exonerate exoneration
foster fostering
decide decision
precede precedent
reveal revealing
sever severing
construct construction
loosen loosening
default defaulter
repay repayment
bound bounder
move movement
cure curing
dissuade dissuasion
sparkle sparkling
enjoy enjoyment
atone atonement
mount mounting
sweeten sweetener
lose loser
detain detention
cleanse cleansing
fossilize fossil
size sizing
repeat repeating
discontent discontentment
throb throbbing
season seasoning
neutralize neutralization
peel peeling
better betterment
grade grading
undo undoing
recede receding
bank banker
exploit exploiter
calculate calculation
obey obedience
vary variate
officiate office
mutate mutant
attach attachment
import importing
ease easing
retire retirement
disconnect disconnection
haul hauling
disrupt disruption
enter entree
assemble assemblage
encase encasement
bust buster
signal signaling
