TRAINING
disinvest undress
ship shipment
ratify ratification
number numbering
investigate investigation
reallocate reallocation
spoil spoiler
erode eroding
ring ringer
monetize monetization
act acting
stack stacker
glamorize glamorization
reason reasoning
research researcher
highlight highlighting
snuggle snuggling
motivate motivation
refer name
initiate initiation
deflect deflection
conduct conductor
cancel cancellation
dwell dwelling
sign signature
wade wading
state statement
reevaluate reevaluation
temper tempering
chicane chicanery
pet petting
pass passer
arrange arrangement
link linkage
bankrupt bankruptcy
bumble bumbler
complain complaint
realize realization
play playing
recuperate recuperation
certify certification
solicit solicitation
substantiate substantiation
light lighter
dry drier
disembark disembarkation
pad padding
page pager
dream dreaming
consolidate consolidation
tile tiling
pilfer pilferage
breed breeder
flame flaming
survive survival
skate skating
roll rolling
live living
shuffle shuffling
disinvest disinvestment
acclimatise climate
liquidate liquidator
characterize characterization
elaborate elaboration
subsidize subsidy
flower flowering
alter alteration
deport deportation
fork forking
transfer transference
afflict affliction
challenge challenger
court courting
culminate culmination
congregate congregation
account accounting
toboggan tobogganing
quarry quarrying
originate origination
point pointer
belong belongings
snort drug
strike striker
cup cupping
trim trimmer
question questioner
widen widening
tremble trembling
rediscover rediscovery
peruse perusal
squat squatter
fire firing
gossip gossiping
cohabit cohabitation
pick picker
truck trucking
vacate vacation
decorate decor
buy buying
defoliate defoliant
scream screaming
falsify falsifying
incinerate incineration
idle idler
smuggle smuggler
install installment
analyze analysis
streak streaker
clot clotting
factor factoring
offer offering
feast feasting
foreclose foreclosure
substitute substituting
transfer transferral
smooth smoother
ignite ignition
salt salting
evolve evolution
finalize finalization
ripen ripening
officiate officiating
mail mailing
signal signaling
codify code
please pleaser
circumvent circumvention
agree agreement
generate generator
despise despising
connect connector
inter interment
dance dancing
clean cleaning
soften softening
orbit orbiter
enhance enhancer
scaffold scaffolding
bound bounder
theorise theory
throb throbbing
redeploy redeployment
lease lessee
notify notification
frost frosting
spot spotting
motor motorist
bear bearer
prick pricking
forge forger
grow growth
confer conference
jostle jostling
fly flier
solve solving
itemize item
subordinate subordination
inflate inflation
categorize category
instrument instrumentation
ostracise ostracism
stay stayer
neutralize neutralization
admonish admonition
diagnose diagnosis
nourish nourishment
consult consultation
hurry hurrying
rear rearing
find finder
ferment fermenting
withdraw withdrawal
dispose disposal
screen screener
impress impression
ski skier
puff puffing
advertise advertisement
classify classification
preoccupy preoccupation
fuse fusion
argue argumentation
suspend suspender
comb combing
prepare preparation
oxygenate oxygen
stamp stamper
conclude conclusion
prevail prevalence
terminate terminus
divide division
double doubling
interpret interpretation
howl howler
overpay overpayment
dig digger
derogate derogation
simplify simplification
jam jamming
intrude intrusion
waste wasting
protect protector
suffocate suffocation
parachute parachuting
motor motoring
take taking
doubt doubter
amend amendment
deify deity
appear appearance
sin sinner
sing singer
avow avowal
tend tendency
stiffen stiffening
void voiding
inquire inquiry
reunify reunion
grapple grappling
despair desperation
cover reportage
school schooling
choke choker
coincide coincidence
overlap overlapping
dissolve dissolving
digest digestion
originate origin
discover discovery
aspire aspirant
abduct abductor
assure assurance
fasten fastening
exert exertion
commune communion
slip slippage
unify unit
bet better
subdivide subdivision
oppress oppression
persist persistency
fascinate fascination
elbow elbowing
win winner
stripe striping
miniaturize miniaturization
expound expansion
tickle tickling
end ending
emigrate emigrant
legislate legislator
exhume exhumation
advise adviser
thrash thrashing
convene convening
image imagery
appear apparition
subjugate subjugation
pretend pretense
humiliate humiliation
collect collection
manifest manifestation
head header
disfigure disfigurement
convey conveyance
conciliate conciliator
dump dumping
lever leverage
propagate propagation
derive deriving
jab jabbing
counsel counseling
conceal concealing
traffic trafficker
shed shedding
oust ouster
condense condensation
evacuate evacuation
float floating
unionize unionization
dissipate dissipation
restore restorer
eliminate elimination
hum humming
style stylist
vary variate
deregulate deregulation
commit commission
fortify fortification
stand stance
merchandise merchandising
transpose transposition
gather gatherer
pacify peace
trick trickery
facilitate facilitation
think thinking
infiltrate infiltrator
concede concession
swell swelling
index indexation
peruse perusing
speak speech
speculate speculation
raze razing
suffer suffering
legislate legislation
landscape landscaping
dispose disposition
repulse drive
order ordering
miscalculate miscalculation
specialize specialization
buff buffer
follow following
cry crying
insure insurance
underperform underperformer
counteract counteraction
disintegrate disintegration
establish establishment
send sender
gravitate gravitation
formulate formulation
fill filling
strike striking
maintain maintenance
contend contention
perpetrate perpetrator
expire expiration
consume consumption
supplement supplementation
jeer jeering
reconsider reconsideration
rotate rotation
refuel refueling
collaborate collaborator
dilate dilatation
fly flyer
code coding
stitch stitcher
manipulate manipulation
govern governor
precede predecessor
tune tuner
space spacing
wait waiter
ruin ruining
back backer
complicate complication
invoke invocation
graduate graduation
foil foiling
monitor monitoring
pollute polluter
forge forging
standardize standard
claim claimant
haul haulage
repute reputation
appeal appellant
format formatting
revert reverting
compress compression
travel traveler
tell teller
serve servant
deliver deliverance
correct correction
utilize utilization
manage manager
patent patentee
underpay underpayment
help helper
utilize utility
select selector
deposit depositor
observe observer
drift drifting
atone atonement
internationalize internationalization
announce announcer
assign assignation
proceed proceeding
reproduce reproduction
incinerate incinerator
subside subsiding
gloat gloating
magnify magnifier
decay decadent
wrangle wrangling
pipe piper
execute executing
derail derailment
flavor flavoring
clip clipper
seize seizing
tense tension
taunt taunting
rejuvenate rejuvenation
convoke convocation
impart imparting
bury burial
transplant transplanting
give giver
guess guessing
remind reminder
groom grooming
rattle rattling
patronize patron
ebb ebbing
listen listener
promulgate promulgation
polish polisher
gamble gambling
slam slammer
refresh refresher
support supporting
preside president
differentiate difference
rave raving
exaggerate exaggeration
descend descent
evaporate vapor
phrase phrasing
concur concurrence
canton cantonment
irrigate irrigation
idle idling
disinfect disinfectant
clamor clamoring
hijack hijacking
harmonize harmony
pose poser
untangle untangling
weld welding
bind bindery
desolate desolation
enter entrance
reshuffle reshuffling
resume resumption
reinsure reinsurance
acquiesce acquiescence
repossess repossession
coast coaster
absent absentee
wed wedding
print printer
indent indenture
erupt eruption
mitigate mitigation
charm charmer
commission commissioner
compile compilation
enter entree
refer referral
solidify solidifying
succeed successor
suspect suspicion
sift sifting
modernize modernization
wink winking
coach coaching
quarter quarters
urinate urination
unite union
nest nester
command commandant
count counter
fry frying
provoke provocation
recruit recruiter
ranch rancher
promote promoter
synthesize synthesizer
reorient reorientation
withhold withholding
earn earner
muffle muffler
calculate calculus
integrate integrating
motivate motivator
tip tipper
shine shining
mix mixture
precipitate precipitator
sell selling
reunify reunification
dispense dispensation
summarize summary
congratulate congratulation
anticipate foreboding
endorse endorser
brawl brawler
discount discounter
plan planning
castrate castration
transship transshipment
tint tinting
incur incurring
dangle dangling
see seer
discriminate discrimination
reach reaching
tour tourist
separate separation
reside residency
amalgamate amalgam
lodge lodgings
refresh refreshment
mark marking
machine machinist
train trainer
wilt wilting
transport transportation
reconnoitre reconnaissance
breathe breathing
survey surveyor
vibrate vibration
forward forwarding
skate skater
spank spanking
swim swimming
spy spying
coordinate coordinator
amortize amortization
astonish astonishment
send sending
prostitute prostitution
conserve conservation
worsen worsening
model modeling
pry prying
pronounce pronouncement
synchronize synchronizing
consider consideration
desecrate desecration
center centering
clarify clarification
save savings
wither withering
talk talker
volunteer voluntary
garden gardener
contract contraction
suppress suppressor
arrange arranger
howl howling
bite biter
retain retention
confront confrontation
tap tapper
depict picture
conjure conjuring
splinter splintering
navigate navigator
encode encoding
hang hanger
close closer
generate generation
dominate domination
lower lowering
execute execution
distract distraction
rule ruling
perfume perfumery
interrogate interrogation
live liver
spin spinning
hedge hedging
tackle tackler
lodge lodger
knit knitting
affirm affirmation
relocate relocation
huff huffing
steep steeper
transmit transmitter
mug mugging
believe believer
tow tower
deflate deflation
mystify mystification
document documentation
survive survivor
tease teaser
render rendition
assist assistant
pair pairing
paper papering
whir whirring
field fielder
sting stinger
radiate radiator
scour scouring
populate population
judge judiciary
accompany accompaniment
track tracker
ingest ingestion
cool cooler
overproduce overproduction
beautify beautification
disappear disappearing
debar debarment
dock dockage
plow plowing
induct induction
kidnap kidnapping
discontent discontentment
daub daubing
sparkle sparkling
ration rationing
plate plating
annul annulment
immerse immersion
cook cookery
evict eviction
control controller
ranch ranching
cross crossing
march marcher
baptise baptism
build building
loot looter
confirm confirmation
educate education
examine examiner
indulge indulging
evaporate evaporation
boil boiler
bag bagging
tolerate tolerance
lighter lighterage
employ employment
dress dresser
rejoice rejoicing
defame defamation
mutiny mutineer
hedge hedger
probate probation
heave heaving
reappraise reappraisal
dispense dispensary
pitch pitching
spray spraying
conform conformance
designate designation
deal dealer
capitalize capitalization
carry carriage
dirty dirtying
lean leaner
roof roofing
achieve achievement
deport deportee
portend portent
reckon reckoning
bugger buggery
separate separator
kick kicking
disbar disbarment
fail failure
relieve reliever
question questioning
oversimplify oversimplification
persuade persuader
pilot pilotage
determine determination
multiply multiplication
classify class
adjudicate adjudicator
frame framing
deflate deflator
shoot shooter
consign consignee
swing swinging
drive driver
poison poisoning
read reader
mop mopping
decompress decompressing
bank banker
fall accrual
spur spurring
whirl whirling
heave heaver
confine confinement
stir stirring
bombard bombardment
rescind rescission
serve serving
promote promotion
intimidate intimidation
falcon falconry
chew chewing
limit limitation
bellow bellowing
test testing
disapprove disapproval
reform reformer
liquify liquid
poke poking
excavate excavation
kindle kindling
deteriorate deterioration
pigment pigmentation
glorify glorification
shirk shirking
investigate investigating
cleave cleavage
negotiate negotiation
let lessor
snap snapper
equate equating
ransack ransacking
judge judgment
reassure reassurance
rehearse rehearsal
retrench retrenchment
assess assessment
remit remittance
wound wounding
farm farming
accelerate acceleration
submerge submerging
defuse defusing
liberalize liberalization
optimize optimization
enhance enhancement
irritate irritant
edit editing
mug mugger
devaluate devaluation
yawn yawner
hatch hatchery
yearn yearning
recruit recruitment
cleave cleft
attend attendance
log logging
revise revision
bounce bouncer
dampen dampener
harass harassment
shape shaping
assassinate assassin
part parting
underestimate underestimation
disappoint disappointment
bloom bloomer
explore explorer
fight fighting
season seasoning
discontinue discontinuation
collide collision
launch launcher
resemble resemblance
preserve preservation
assess assessor
portray portraiture
administrate administrator
pronounce pronunciation
inhale inhalation
undress strip
waterproof waterproofing
accuse accusation
borrow borrower
develop developing
visit visiting
determine determinant
haul hauler
pale pallor
explode explosion
mystify puzzle
register registry
take taker
recite recitation
compact compaction
align alignment
perceive perception
marry marriage
misrepresent misrepresentation
revolutionize revolution
green greenery
ripple rippling
ascend ascent
sculpt sculptor
despair desperate
invert inverter
water watering
accommodate accommodation
coexist coexistence
move motion
foster fostering
create creation
screen screening
wish wishing
get getting
debate debater
schedule scheduling
proliferate proliferation
retrospect retrospection
segregate segregation
exchange exchanger
reassert reassertion
crave craving
garden gardening
profane profanation
arrive arrival
misunderstand misunderstanding
impede impediment
organize organization
falter faltering
aggravate aggravation
detail detailing
paint painting
fall faller
readjust readjustment
flute fluting
relegate relegating
insulate insulator
irradiate irradiation
pension pensioner
refine refiner
vindicate vindication
truck trucker
encrypt encryption
time timer
commute commutation
emigrate emigration
diversify diversity
consume consumer
grade grading
moderate moderation
wet wetter
retire retirement
participate participation
sedate sedation
push pusher
reaffirm reaffirmation
hold holding
inhibit inhibitor
hesitate hesitation
fix fixture
triple tripling
temper temperance
scrub scrubber
judge judging
delineate delineation
advocate advocacy
travel traveling
implement implementation
distort distortion
tighten tightening
supply supplying
condense condensate
steer steering
further furtherance
interconnect interconnection
dispute disputation
oscillate oscillation
calibrate calibration
procure procurer
value valuer
rumble rumbling
sediment sedimentation
turn turner
pant panting
abstract abstraction
haul hauling
fester festering
note notation
amplify amplifier
pass passing
extract extraction
share sharing
picture picturing
suggest suggestion
entrench entrenchment
carbonate carbon
modify modification
smuggle smuggling
revoke revocation
migrate migrant
heal healing
root rooting
displease displeasure
spoil spoilage
soar soaring
purchase purchasing
bake baking
roll roller
maximize maximization
entertain entertainer
depict depicting
locate location
sew sewer
boat boating
furnish furniture
compel compulsion
retract retractor
magnify magnitude
entertain entertainment
behold beholder
stock stocking
object objection
convene convention
compute computer
train training
rule ruler
detain detainee
relive reliving
skip colloquialism
testify testimony
condense condenser
reject rejection
grin grinning
acknowledge acknowledgment
detonate detonation
rent rental
access accession
disappear disappearance
miniaturize miniature
combat combatant
monopolize monopolization
pun punning
obligate obligation
counsel counselor
buy buyer
conceive conception
battle battler
devalue devaluation
audit auditor
shut shutting
call caller
compare comparing
persuade persuasion
revolve roll
inflict infliction
splash splashing
limit limiter
refill refilling
absent absence
encroach encroachment
time timing
moderate moderator
forfeit forfeiture
misappropriate misappropriation
measure measuring
deregulate deregulating
shake shaker
mutilate mutilation
bleed bleeding
certify certificate
regulate regulator
connect connexion
gas gassing
crack cracker
embrace embracing
kill killer
sniff sniffer
delude delusion
bear bearing
punish punishment
suck sucker
cleave cleaver
slate slating
hanker hankering
demolish demolition
prosecute prosecution
freelance freelancer
mold molding
guide guidance
dissent dissension
grumble grumbling
dream dreamer
pick pickings
grow grower
taste tasting
chastise chastisement
whisper whispering
propel propeller
correspond correspondent
electrify electricity
dodge dodger
occupy occupancy
urinate urine
lament lamentation
commute commuting
raise raising
revitalize revitalization
subsist subsistence
tail tailing
connect connection
jest jester
measure measurer
justify justification
shore shoring
ascend ascendancy
defy defiance
rush rushing
launder laundry
mine miner
subside subsidence
germinate germination
know knowing
retrieve retrieval
summon summoning
propel propellant
clear clearing
resolve resolving
decorate decoration
improve improvement
affiliate affiliation
meet meeting
solidify solid
victimize victim
kiss kissing
toy toying
frighten frightening
scheme schemer
draw drawing
sink sinking
spell spelling
bump bumper
elect election
arraign arraignment
imitate imitator
deter deterrent
prune pruning
interact interaction
precede precedent
incur incursion
remain remainder
addict addiction
torment tormentor
legitimate legitimacy
fluctuate fluctuation
chase chaser
engrave gravure
index indexing
abdicate abdication
ventilate ventilator
coagulate coagulation
convene convener
repel repellant
solder soldering
institute institution
subsidize subsidization
decompose decomposition
tube tubing
weigh weighing
define defining
lift lifter
recycle recycling
conjure conjurer
urge urgency
amaze amazement
sense sensor
trail trailer
conspire conspirator
sensitize sensitizer
wait waiting
finger fingering
reveal revealing
disrupt disruption
walk walker
contradict contradiction
err error
reorganize reorganization
dispatch dispatcher
harden hardening
visit visitor
survey surveying
interpret interpreter
plant planting
elevate elevator
expel expelling
score scoring
mutter muttering
disperse dispersion
split splitter
board boarder
relate relation
diet dietary
measure measurement
dominate dominion
stretch stretching
tend tending
inspire inspiration
yawn yawning
misstate misstatement
drink drinker
bromate bromine
bowl bowler
compile compiling
evaluate value
swab swabbing
sputter sputtering
recover recovery
allow allowance
type typist
polish polishing
fly flying
post posting
rent renting
sew sewing
command commandment
militarize military
wander wandering
mask masking
proceed procedure
visualize visualization
mesh meshing
fence fencer
guarantee guarantor
post postage
cook cooker
acquire acquisition
tick ticker
vibrate vibrancy
wring wringer
detect detection
copy copying
forage foraging
divide divider
bleed bleeder
cremate cremation
dine diner
subscribe subscription
disconnect disconnection
extend extension
annoy annoyance
contemplate contemplation
photograph photographer
propose proposition
suck suction
inspect inspection
partition partitioning
oust ousting
imprison imprisonment
subvert subversion
gut gutter
shadow shadowing
digitize digit
plot plotter
vaccinate vaccinating
drive drift
subcontract subcontractor
escape escapist
globalize globalization
provide provision
analyze analyzer
film filming
copy copier
honor honoring
underwrite underwriter
ease easing
jog jogging
referee refereeing
enjoin injunction
jog jogger
infect infection
decentralize decentralization
initiate initiator
case casing
integrate integration
attend attention
imagine imagination
defect defector
devolve devolution
appraise appraiser
juggle juggling
kneel kneeling
coagulate coagulant
suck sucking
discontinue discontinuance
rehabilitate rehabilitation
bathe bathing
compete competitor
build builder
file filer
simulate simulation
shoot shooting
come coming
forbid forbidding
specialize specialist
dispossess dispossession
filter filtration
recollect recollection
wage engagement
wet wetting
poach poaching
legalize legalization
eject ejector
prompt prompting
paint painter
import importer
attract attraction
reelect reelection
explain explanation
demote demotion
decimate decimation
terrorize terror
rinse rinsing
invade invader
seep seepage
wipe wiper
shave shaver
calibrate caliber
adventure adventurer
farm farmer
founder foundering
abound abundance
snorkel snorkeling
hurdle hurdling
settle settling
accumulate accumulation
pretend pretending
dedicate dedication
prioritize priority
straggle straggler
fulfill fulfillment
emphasize emphasis
espouse espousal
forsake forsaking
declassify declassification
sit sitting
itch itching
impound impounding
happen happening
endorse endorsement
creep creeping
proclaim proclamation
ache aching
authorize authorization
stockpile stockpiling
sue suit
portray portrait
shave shaving
prime primer
repulse repulsion
submerge submersion
mean meaning
acclaim acclamation
balloon balloonist
reimpose reimposition
attach attachment
devise devising
intoxicate intoxicant
rebel rebellion
interview interviewee
violate violation
entitle entitlement
readmit readmission
graft grafting
precipitate precipitation
accelerate accelerator
fuel fueling
incorporate incorporation
ease easement
prod prodding
impute imputation
rustle rustling
flip flipper
bid bidding
assign assignee
chatter chattering
write writing
harvest harvesting
use usage
interpret interpreting
open opener
steamroll steamroller
vent venting
govern governing
multiply multiplier
handle handler
redefine redefinition
convey conveying
expose exposure
extort extortion
administer administration
tone toner
sanctify saint
quantify quantity
fabricate fabricator
deliberate deliberation
redevelop redevelopment
estimate estimator
exemplify example
eventuate event
reunite reunion
sterilize sterilization
float floatation
defile defilement
pollute pollutant
repel repellent
fortify fort
eradicate eradication
adapt adaption
tick ticking
long longer
divorce divorcee
abstain abstinent
elevate elevation
pertain pertinence
hang hanging
allocate allocation
tutor tutelage
peddle peddling
export exporter
automate automation
wheel wheeling
plumb plumbing
chop chopper
sail sailing
rope roping
engage engagement
push pushing
quiver quivering
depress depressant
cool cooling
scoff scoffing
invest investor
typify type
ravage ravaging
land lander
cover reporting
slack slacking
propel propellor
arrest arrester
master mastery
litigate litigant
tan tannery
deviate deviant
jeopardize jeopardy
punctuate punctuation
reincarnate reincarnation
diagnose diagnosing
devote devotion
stoke stoker
compile compiler
cater caterer
feign feigning
surround surroundings
energize energy
exhibit exhibitor
remain remnant
terrify terror
harvest harvester
tax taxer
lie lying
parcel parceling
operate operator
dissect dissection
make maker
scale scaling
tap tapping
rectify rectification
immobilize immobilizing
mingle mingling
help helping
effectuate effect
rub rubbing
swindle swindler
moisten moisture
test tester
verify verification
supervise supervising
involve involvement
repent repentance
kill killing
scream screamer
frisk frisking
suppress suppression
perspire perspiration
cuddle cuddling
strengthen strengthening
impeach impeachment
oppose opponent
disarm disarming
debunk debunking
stand standard
merchandise merchandiser
opt option
crystalize crystal
reinforce reinforcement
preserve preserver
alleviate alleviation
apply applicant
defend defendant
rearrange rearrangement
boost booster
exclaim exclaiming
ward warder
integrate integral
twitch twitching
riot rioting
sing song
carpenter carpentry
mystify puzzlement
mistreat mistreatment
update updating
size sizing
accrue accrual
dethrone dethronement
bargain bargaining
quote quotation
voyage voyager
abort abortion
usurp usurper
deride derision
extinguish extinguisher
overtake overtaking
record recording
hoax hoaxer
abolish abolition
condition conditioning
tame tamer
reforest reforestation
decide deciding
recite recital
duplicate duplication
baffle mystery
inform information
offend offender
contribute contribution
relapse relapsing
abstain abstinence
commission commissioning
rival rivalry
begin beginner
assert assertion
interview interviewer
qualify qualification
retail retailing
intimate intimation
dismiss dismissal
inform informing
militarize militarization
forestall forestalling
blow blowing
enter entrant
make making
arbitrate arbiter
insure insurer
chant chanting
gather gathering
sympathize sympathy
criticize critic
cure curing
vary variance
encapsulate encapsulation
ice icing
recuse recusal
resurrect resurrection
consecrate consecration
rant ranting
induce inducement
equalize equalization
mix mixing
indulge indulgence
seize seizure
evaluate evaluation
slave slavery
tamp tamper
green greening
thrust thruster
exhaust depletion
scrape scraping
forecast forecaster
replace replacement
include inclusion
sing singing
load loader
bottle bottler
cluster clustering
cycle cyclist
occupy occupier
reclaim reclamation
focus focusing
banish banishment
murmur murmuring
ring ringing
titillate titillation
notify notice
eavesdrop eavesdropper
portray portraying
prevaricate prevarication
separate discrimination
augment augmentation
wear wearer
snort snorting
denigrate denigration
sleep sleeper
love lover
develop developer
refine refinery
machine machinery
dignify dignity
compose composure
publicize publicist
restore restoration
warehouse warehousing
confide confidant
dictate dictation
climb climbing
specify specification
obsess obsession
adopt adoption
package packaging
enrich enrichment
encase encasement
disagree disagreement
retard retardation
wrestle wrestler
exercise exercising
block blockage
pursue pursuance
depopulate depopulation
wander wanderer
recommence recommencement
dodge dodging
propose proposal
differentiate differentiation
sling slinging
say saying
hop hopper
obstruct obstruction
convey conveyer
heat heater
waste waster
liquefy liquefaction
hurt hurting
mend mending
abate abatement
cannibalize cannibal
scoot scooter
collect collector
profess profession
weep weeping
apprehend apprehension
loosen loosening
assail assailant
loathe loathing
commit committee
indicate indication
present presentation
lug luggage
flank flanker
goad goading
mow mower
monopolize monopolist
puzzle puzzlement
demonstrate demonstrator
inspect inspector
cricket cricketer
deduce deduction
infer inference
enlist enlistment
discuss discussion
cease cessation
punt punter
hunt hunter
acquire acquiring
sense sensing
mourn mourner
tax taxation
carbonate carbonation
wave waver
configure configuration
focus focussing
cause causation
inquire inquiring
infuse infusion
concord concurrence
transplant transplantation
silence silencer
suffer sufferer
provide provider
presuppose presupposition
quack quackery
absolve absolution
found founding
raid raider
minimize minimum
clean cleaner
infiltrate infiltration
restate restatement
emulate emulator
complain complainant
calculate calculation
bake baker
bound boundary
line liner
beat beater
give giving
enlist enlisting
communicate communicating
twist twisting
regress regression
equate equator
speed speeding
squeeze squeezing
blow blower
cast casting
vacation vacationing
stabilize stabilizer
dampen dampening
revalue revaluation
grind grinding
direct place
close closing
shrink shrinking
save savior
dawn dawning
decompress decompression
reassign reassignment
accept acceptance
market marketer
intersect intersection
furnish furnishing
profess professing
betray betrayal
toast toasting
tamper tampering
act actor
start starter
douse dousing
enclose enclosing
direct director
circulate circle
clap clapping
arm armor
interrupt interruption
track tracking
shatter shattering
manipulate manipulator
review reviewer
trumpet trumpeter
arbitrate arbitration
sign signing
insert insertion
write writer
beat beating
divert diversion
recalculate recalculation
prevent prevention
wax waxing
carve carving
recede recession
fence fencing
interfere interference
float flotation
computerize computerization
degenerate degeneration
impair impairment
crowd crowding
stone stoning
found founder
sequester sequestration
strangle strangling
wreck wrecking
invalidate invalidation
yell yelling
unionize union
lynch lynching
injure injury
watch watching
crow crowing
replenish replenishment
feather feathering
cover coverage
row rowing
scrutinize scrutiny
arbitrate arbitrator
hook hooking
place placement
charge charger
count counting
snip snipping
portray portrayal
rebuild rebuilding
elect electorate
enforce enforcer
mat matting
acclimate climate
disburse disbursement
vary variant
console consolation
adapt adapter
loot looting
shorten shortening
